0	0
4.647224066	0.702359223
8.980162998	2.777889943
12.69630414	6.133014031
15.51630956	10.6152785
17.19468842	16.01851086
17.52940111	22.08981885
16.37008748	28.53822412
13.62465157	35.04466963
9.263982864	41.27309804
3.324648478	46.88226437
-4.090549951	51.53792197
-12.81419814	54.92500638
-22.6180488	56.75943859
-33.21887368	56.79917633
-44.2862404	54.85416038
-55.45200741	50.79483118
-66.32127747	44.55892902
-76.48450321	36.15633787
-85.53040031	25.6717865
-93.05929468	13.26528076
-98.69651179	-0.829795315
-102.1054082	-16.31090477
-102.999649	-32.81283752
-101.1543494	-49.916306
-96.41572449	-67.15845495
-88.70892757	-84.04502465
-78.04380158	-100.0638548
-64.51832409	-114.6993716
-48.31958557	-127.4476663
-29.72220772	-137.8317466
-9.084178578	-145.4165317
13.15984711	-149.8231572
36.5076618	-150.7421661
60.40084329	-147.9451862
84.23806101	-141.2947242
107.3900346	-130.7517513
129.2157761	-116.3808112
149.0797034	-98.35243791
166.3691801	-76.94274447
180.5120139	-52.53011366
190.9934372	-25.58900084
197.3720948	3.319063956
199.294582	33.5571096
196.5081	64.42675397
188.8708419	95.1843216
176.3597666	125.0586771
159.0754862	153.2703483
137.2440566	179.0514701
111.2155414	201.6660441
81.45929969	220.4299945
48.55603189	234.7304875
13.18670479	244.0439936
-23.88143954	247.9525899
-61.81150622	246.158034
-99.71584183	238.4931883
-136.6767738	224.9304326
-171.7687109	205.5867699
-204.0810756	180.7254121
-232.7415044	150.7537134
-256.9387339	116.2174128
-275.9445837	77.79123822
-289.1344598	36.26601901
-296.0058228	-7.467454019
-296.194107	-52.43749579
-289.4856301	-97.61311365
-275.8270955	-141.9276342
-255.3313699	-184.3038294
-228.2793024	-223.6799502
-195.117447	-259.0360436
-156.4516493	-289.419905
-113.0365601	-313.9720148
-65.76124034	-331.9488203
-15.63112574	-342.7437496
36.25329014	-345.9053902
88.72060165	-341.1523191
140.5549375	-328.3841494
190.5241101	-307.6884357
237.4088178	-279.3431819
280.0322075	-243.8147919
317.2890885	-201.7514172
348.1740744	-153.9717634
371.8079509	-101.4495324
387.461589	-45.29378594
394.5767744	13.27437904
392.7833851	72.94835429
381.9124274	132.3651683
362.0045306	190.1366083
333.3136049	244.8816057
296.3054776	295.2591302
251.6514406	340.0008124
200.2167639	377.9425055
143.0443532	408.0540075
81.33384801	429.4661979
16.4165744	441.4948879
-50.27312841	443.6607517
-117.2295911	435.7047888
-182.9098072	417.5988654
-245.7689685	389.5509904
-304.2967247	352.0051042
-357.053319	305.6352849
-402.704737	251.3344084
-440.0560161	190.1974308
-468.0818947	123.4995946
-485.9540232	52.66998524
-493.0640355	-20.73901807
-489.0418602	-95.08574524
-473.7687565	-168.6759478
-447.3846761	-239.8014003
-410.2896805	-306.7795105
-363.1392787	-367.993022
-306.8336936	-421.9288737
-242.5012084	-467.2152865
-171.4758871	-502.6561749
-95.27010031	-527.2620297
-15.54241819	-540.2764878
65.93845068	-541.1978942
147.332891	-529.795271
226.7719133	-506.1182267
302.4000486	-470.5004789
372.4186234	-423.5568072
435.1284045	-366.1734037
488.970607	-299.4917453
532.5652803	-224.8862651
564.746134	-143.9362501
584.5909356	-58.3925338
591.4467022	29.86031572
584.9490213	118.8454985
565.0349606	206.5382612
531.949172	290.9119599
486.2429466	369.9848604
428.7661398	441.8665945
360.652052	504.8031867
283.2955142	557.2195811
198.3245917	597.7586439
107.5664736	625.3156833
13.00825906	639.0676218
-83.24652043	638.4960664
-179.0246919	623.4036571
-272.1325036	593.9232193
-360.4058532	550.5194102
-441.7605299	493.9827165
-514.2413077	425.4158407
-576.0687335	346.2126864
-625.6824973	258.0303328
-661.7803306	162.7545515
-683.3514766	62.459582
-689.7038826	-40.63698233
-680.4844043	-144.2232142
-655.691464	-245.944697
