9379.799,2000,10648.51,9379.799,2000,10648.51,9379.799,2000,10648.51,9379.799,2000,10648.51,9379.799,2000,10648.51
9380.002,2000,10648.87,9380.21,2000,10648.58,9380.172,2000,10648.7,9379.838,2000,10648.92,9379.955,2000,10648.9
9380.217,2000,10649.23,9380.623,2000,10648.63,9380.551,2000,10648.87,9379.864,2000,10649.34,9380.099,2000,10649.29
9380.443,2000,10649.58,9381.038,2000,10648.67,9380.936,2000,10649.03,9379.877,2000,10649.76,9380.229,2000,10649.68
9380.563,2000,10649.75,9381.246,2000,10648.68,9381.13,2000,10649.1,9379.876,2000,10649.96,9380.288,2000,10649.88
9380.687,2000,10649.92,9381.454,2000,10648.69,9381.327,2000,10649.17,9379.868,2000,10650.17,9380.34,2000,10650.09
9380.813,2000,10650.08,9381.662,2000,10648.69,9381.526,2000,10649.23,9379.854,2000,10650.38,9380.386,2000,10650.29
9380.941,2000,10650.25,9381.87,2000,10648.68,9381.728,2000,10649.29,9379.832,2000,10650.59,9380.425,2000,10650.49
9381.07,2000,10650.41,9382.078,2000,10648.67,9381.931,2000,10649.33,9379.804,2000,10650.79,9380.457,2000,10650.7
9381.199,2000,10650.58,9382.285,2000,10648.65,9382.135,2000,10649.37,9379.77,2000,10651,9380.482,2000,10650.91
9381.329,2000,10650.74,9382.491,2000,10648.62,9382.34,2000,10649.41,9379.729,2000,10651.2,9380.501,2000,10651.11
9381.459,2000,10650.9,9382.696,2000,10648.59,9382.546,2000,10649.44,9379.681,2000,10651.41,9380.513,2000,10651.32
9381.59,2000,10651.06,9382.9,2000,10648.55,9382.753,2000,10649.46,9379.626,2000,10651.61,9380.518,2000,10651.53
9381.721,2000,10651.23,9383.104,2000,10648.5,9382.961,2000,10649.47,9379.564,2000,10651.81,9380.516,2000,10651.74
9381.852,2000,10651.39,9383.305,2000,10648.45,9383.169,2000,10649.48,9379.497,2000,10652,9380.507,2000,10651.95
9381.983,2000,10651.55,9383.504,2000,10648.39,9383.377,2000,10649.48,9379.423,2000,10652.2,9380.491,2000,10652.15
9382.115,2000,10651.71,9383.701,2000,10648.32,9383.585,2000,10649.47,9379.343,2000,10652.39,9380.469,2000,10652.36
9382.247,2000,10651.87,9383.896,2000,10648.25,9383.793,2000,10649.46,9379.256,2000,10652.58,9380.439,2000,10652.57
9382.379,2000,10652.03,9384.089,2000,10648.17,9384,2000,10649.44,9379.163,2000,10652.77,9380.403,2000,10652.77
9382.511,2000,10652.19,9384.278,2000,10648.08,9384.207,2000,10649.42,9379.064,2000,10652.95,9380.361,2000,10652.98
9382.644,2000,10652.36,9384.465,2000,10647.99,9384.413,2000,10649.38,9378.96,2000,10653.13,9380.313,2000,10653.18
9382.776,2000,10652.52,9384.648,2000,10647.89,9384.617,2000,10649.34,9378.85,2000,10653.31,9380.257,2000,10653.38
9382.909,2000,10652.68,9384.829,2000,10647.78,9384.82,2000,10649.29,9378.733,2000,10653.48,9380.194,2000,10653.58
9383.07,2000,10652.87,9385.043,2000,10647.65,9385.064,2000,10649.23,9378.586,2000,10653.68,9380.111,2000,10653.82
9383.203,2000,10653.03,9385.216,2000,10647.53,9385.264,2000,10649.17,9378.459,2000,10653.85,9380.036,2000,10654.01
9383.468,2000,10653.35,9385.552,2000,10647.29,9385.655,2000,10649.04,9378.195,2000,10654.17,9379.875,2000,10654.39
9383.681,2000,10653.6,9385.814,2000,10647.09,9385.966,2000,10648.92,9377.976,2000,10654.42,9379.735,2000,10654.69
9383.987,2000,10653.97,9386.185,2000,10646.79,9386.409,2000,10648.74,9377.647,2000,10654.77,9379.52,2000,10655.12
9384.256,2000,10654.29,9386.498,2000,10646.51,9386.79,2000,10648.57,9377.351,2000,10655.06,9379.319,2000,10655.49
9384.603,2000,10654.71,9386.892,2000,10646.14,9387.274,2000,10648.33,9376.956,2000,10655.43,9379.046,2000,10655.95
9384.995,2000,10655.17,9387.322,2000,10645.71,9387.813,2000,10648.05,9376.496,2000,10655.83,9378.72,2000,10656.47
9385.394,2000,10655.64,9387.744,2000,10645.26,9388.352,2000,10647.74,9376.018,2000,10656.22,9378.372,2000,10656.98
9385.64,2000,10655.93,9387.994,2000,10644.97,9388.683,2000,10647.56,9375.715,2000,10656.45,9378.151,2000,10657.29
9385.966,2000,10656.32,9388.313,2000,10644.58,9389.121,2000,10647.31,9375.305,2000,10656.74,9377.859,2000,10657.7
9386.275,2000,10656.68,9388.604,2000,10644.2,9389.537,2000,10647.07,9374.906,2000,10657.01,9377.582,2000,10658.09
9386.586,2000,10657.05,9388.883,2000,10643.81,9389.954,2000,10646.84,9374.499,2000,10657.26,9377.305,2000,10658.48
9386.878,2000,10657.39,9389.133,2000,10643.44,9390.347,2000,10646.62,9374.108,2000,10657.48,9377.045,2000,10658.85
9387.164,2000,10657.73,9389.365,2000,10643.06,9390.73,2000,10646.4,9373.72,2000,10657.69,9376.791,2000,10659.21
9387.444,2000,10658.05,9389.581,2000,10642.69,9391.107,2000,10646.19,9373.332,2000,10657.88,9376.542,2000,10659.56
9387.714,2000,10658.37,9389.776,2000,10642.32,9391.47,2000,10645.99,9372.954,2000,10658.05,9376.304,2000,10659.9
9388.063,2000,10658.78,9390.013,2000,10641.84,9391.938,2000,10645.73,9372.458,2000,10658.25,9375.996,2000,10660.34
9388.229,2000,10658.97,9390.118,2000,10641.61,9392.163,2000,10645.6,9372.218,2000,10658.34,9375.85,2000,10660.55
9388.494,2000,10659.28,9390.273,2000,10641.23,9392.519,2000,10645.41,9371.833,2000,10658.47,9375.617,2000,10660.88
9388.771,2000,10659.6,9390.423,2000,10640.83,9392.892,2000,10645.2,9371.425,2000,10658.59,9375.374,2000,10661.23
9388.94,2000,10659.8,9390.506,2000,10640.59,9393.118,2000,10645.08,9371.175,2000,10658.66,9375.227,2000,10661.44
