13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439
13193.12,2000,5439.399,13193.26,2000,5439.324,13193.32,2000,5439.268,13193.03,2000,5439.416,13193.18,2000,5439.376,13193.22,2000,5439.355,13193.07,2000,5439.411,13193,2000,5439.417,13193.37,2000,5439.183,13193.21,2000,5439.362
13193.23,2000,5439.802,13193.53,2000,5439.64,13193.65,2000,5439.525,13193.04,2000,5439.832,13193.34,2000,5439.758,13193.45,2000,5439.704,13193.12,2000,5439.824,13193,2000,5439.833,13193.75,2000,5439.354,13193.42,2000,5439.718
13193.32,2000,5440.208,13193.81,2000,5439.947,13193.98,2000,5439.772,13193.04,2000,5440.249,13193.5,2000,5440.145,13193.69,2000,5440.044,13193.16,2000,5440.239,13192.97,2000,5440.249,13194.14,2000,5439.512,13193.65,2000,5440.066
13193.36,2000,5440.413,13193.96,2000,5440.096,13194.15,2000,5439.89,13193.03,2000,5440.457,13193.57,2000,5440.341,13193.81,2000,5440.21,13193.17,2000,5440.447,13192.96,2000,5440.457,13194.33,2000,5439.585,13193.77,2000,5440.236
13193.39,2000,5440.618,13194.11,2000,5440.24,13194.33,2000,5440.001,13193.01,2000,5440.665,13193.63,2000,5440.539,13193.94,2000,5440.373,13193.18,2000,5440.655,13192.93,2000,5440.664,13194.53,2000,5439.651,13193.9,2000,5440.402
13193.42,2000,5440.825,13194.27,2000,5440.378,13194.51,2000,5440.108,13192.99,2000,5440.872,13193.69,2000,5440.739,13194.08,2000,5440.53,13193.18,2000,5440.863,13192.9,2000,5440.87,13194.73,2000,5439.711,13194.03,2000,5440.564
13193.44,2000,5441.032,13194.43,2000,5440.512,13194.69,2000,5440.208,13192.96,2000,5441.078,13193.74,2000,5440.941,13194.22,2000,5440.684,13193.17,2000,5441.071,13192.86,2000,5441.074,13194.93,2000,5439.765,13194.16,2000,5440.722
13193.45,2000,5441.24,13194.59,2000,5440.641,13194.88,2000,5440.302,13192.93,2000,5441.284,13193.79,2000,5441.145,13194.37,2000,5440.832,13193.16,2000,5441.279,13192.82,2000,5441.278,13195.14,2000,5439.812,13194.31,2000,5440.875
13193.46,2000,5441.448,13194.76,2000,5440.764,13195.07,2000,5440.391,13192.89,2000,5441.488,13193.82,2000,5441.35,13194.52,2000,5440.976,13193.14,2000,5441.487,13192.77,2000,5441.479,13195.34,2000,5439.852,13194.45,2000,5441.024
13193.46,2000,5441.657,13194.93,2000,5440.881,13195.26,2000,5440.473,13192.84,2000,5441.69,13193.86,2000,5441.556,13194.67,2000,5441.114,13193.11,2000,5441.693,13192.71,2000,5441.68,13195.55,2000,5439.885,13194.6,2000,5441.167
13193.45,2000,5441.865,13195.11,2000,5440.993,13195.45,2000,5440.548,13192.79,2000,5441.892,13193.88,2000,5441.763,13194.83,2000,5441.248,13193.08,2000,5441.899,13192.64,2000,5441.878,13195.75,2000,5439.912,13194.76,2000,5441.306
13193.43,2000,5442.073,13195.29,2000,5441.099,13195.65,2000,5440.618,13192.72,2000,5442.091,13193.9,2000,5441.971,13195,2000,5441.375,13193.04,2000,5442.103,13192.57,2000,5442.074,13195.96,2000,5439.932,13194.92,2000,5441.439
13193.41,2000,5442.28,13195.47,2000,5441.199,13195.85,2000,5440.681,13192.66,2000,5442.288,13193.91,2000,5442.179,13195.17,2000,5441.498,13192.99,2000,5442.306,13192.49,2000,5442.267,13196.17,2000,5439.945,13195.08,2000,5441.567
13193.38,2000,5442.486,13195.65,2000,5441.292,13196.05,2000,5440.737,13192.58,2000,5442.483,13193.91,2000,5442.387,13195.34,2000,5441.615,13192.94,2000,5442.507,13192.41,2000,5442.458,13196.38,2000,5439.951,13195.25,2000,5441.69
