0,0
0,0
5.245685E-15,0
0.6914595,0.2048448
0.8561082,0.2016179
0.6710582,0.1961276
0.6577758,0.2262017
0.6507636,0.2362761
0.8881624,0.7169621
0.7450809,0.4331041
0.7463383,0.08741275
0.7211795,0.1117735
0.7690943,0.1909353
0.7763491,0.1511526
0.782313,0.1567717
0.7672314,0.1406401
0.705645,0.1102798
0.8630444,0.3489874
0.857627,0.30843
0.8890908,0.3568135
0.8960062,0.3495399
0.7341383,0.4993287
0.4114438,0.6629279
0.4059956,0.7179412
0.5578633,0.7186872
0.5092635,0.6918722
0.5004402,0.7016444
0.4385791,0.7146316
0.5523279,0.8433133
0.4806789,0.7941238
0.4066442,0.8999788
0.3976472,0.8903604
0.376051,0.8551729
0.389604,0.8588875
0.4110317,0.8848994
0.4776995,0.8181439
0.4449828,0.8756015
0.4224812,0.8663328
0.3868038,0.8610732
0.3864219,0.876096
0.4407578,0.9115694
0.4489343,0.9071079
0.4829214,0.9031232
0.2870879,0.9556572
0.2835226,0.9511523
0.2544035,0.9599108
0.3431475,0.9223276
0.3523715,0.9506941
0.1969411,0.8644295
0.3628265,0.9392408
0.3730891,0.9299436
0.3508471,0.9419516
0.3462726,0.9391258
0.4422991,0.915545
0.4534619,0.8752442
0.4482351,0.881609
0.39834,0.8621098
0.384619,0.8785295
0.3880376,0.8608747
0.4996278,0.8669122
0.2515494,0.6432643
0.2017611,0.6547977
0.1745969,0.7391908
0.2563029,0.9366879
0.254799,0.9921187
0.1872226,0.9935619
0.2154174,0.9609784
0.1563656,0.9676424
0.2483621,0.8809486
0.2130869,0.8400416
0.2733844,0.8572981
0.3095277,0.8885491
0.3395692,0.8181926
0.3479775,0.9432316
0.3947753,0.9356116
0.4364201,0.9280646
0.9207357,0.9941587
0.4099713,0.9313144
0.4987874,0.9828319
0.3552999,0.9437238
0.4037524,0.9259249
0.4237588,0.9282146
0.5315476,0.9283726
0.5113018,0.9140683
0.5536454,0.864912
0.5725,0.8507434
0.410917,0.8779712
0.3738624,0.861253
0.3863608,0.8511907
0.4984403,0.8225984
0.8254108,0.7872805
0.7869235,0.8297907
0.8550393,0.8728021
0.7422207,0.4790649
0.7205319,0.5255093
0.7286661,0.871234
0.6265144,0.7525567
0.7650984,0.8545822
0.6693156,0.7056815
0.7415138,0.8393761
0.7253135,0.8512701
0.7333741,0.9001681
0.6993182,0.8439075
0.6917804,0.8494268
0.6827859,0.8566491
0.6957501,0.8113592
0.6995429,0.7936062
0.6140563,0.7888216
0.593872,0.7654455
0.6693678,0.7681593
0.7002829,0.7410407
0.6634592,0.7646958
0.6354753,0.6889649
0.6173279,0.6749494
0.6099002,0.7950855
0.504074,0.4820257
