CognitiveLoad,SwarmCohesion,TargetKnowledge,TerrainKnowledge,CogWindow
-0.707309361221502,1,1,2,6
1.0595586655988,1,2,2,6
-0.85831985626548,2,1,1,6
0.281862640196348,2,2,1,6
2.66389133195066,2,1,2,6
-0.36227222320755,2,2,2,6
0.107872533404047,1,1,1,6
0.139002452213416,1,2,1,6
0.622377940899494,1,1,2,6
1.06644898221484,1,2,2,6
-0.238563855506926,2,1,1,6
0.759343298271603,2,2,1,6
0.325484421858416,2,1,2,6
-0.192463334262691,2,2,2,6
-0.417703707038725,1,1,1,6
0.0621325945955431,1,2,1,6
-0.453157385812451,1,1,2,6
-0.0228572850924577,1,2,2,6
0.569672424208056,2,1,1,6
0.0646257956955686,2,2,1,6
-0.0316982650835469,2,1,2,6
-0.150791764379655,2,2,2,6
2.4229775210119,1,1,1,6
-0.0255111732768556,1,2,1,6
-0.107541736812627,1,1,2,6
-0.0545596708583227,1,2,2,6
0.277366101317696,2,1,1,6
1.22143885240201,2,2,1,6
-0.0397551379393182,2,1,2,6
-3.64924377384364,2,2,2,6
0.310395713130588,1,1,1,6
0.740066822343105,1,2,1,6
1.19804560201795,1,1,2,6
1.26262510553298,1,2,2,6
0.462101574981974,2,1,1,6
2.03770517968823,2,2,1,6
0.114174122274555,2,1,2,6
0.104416247464983,2,2,2,6
-0.0866708161661478,1,1,1,6
0.201372118322711,1,2,1,6
-0.275252287174311,1,1,2,6
0.950339949107202,1,2,2,6
0.38929234032312,2,1,1,6
0.533135501460493,2,2,1,6
0.0360857651386314,2,1,2,6
-0.123633358237808,2,2,2,6
-0.0434889669660875,1,1,1,6
0.588152345063164,1,2,1,6
-0.188580775252583,1,1,2,6
0.483016145949588,1,2,2,6
1.8402969711179,2,1,1,6
0.314162854888276,2,2,1,6
-0.735259164820084,2,1,2,6
-0.0466846759961417,2,2,2,6
-0.664383172522691,1,1,1,6
-1.47146274080848,1,2,1,6
-0.610162961164897,1,1,2,6
0.454868234206901,1,2,2,6
0.271958260323891,2,1,1,6
-0.203865630884356,2,2,1,6
-0.211221110729272,2,1,2,6
0.385843353335276,2,2,2,6
0.284794004153707,1,1,1,6
-0.0818436231174578,1,2,1,6
0.580377354802238,1,1,2,6
0.298637013386957,1,2,2,6
-0.310700890345135,2,1,1,6
0.583830780533659,2,2,1,6
0.308897017067823,2,1,2,6
0.509837189941488,2,2,2,6
-0.000297875441696085,1,1,1,6
-1.37167870040113,1,2,1,6
-7.66852735427042,1,1,2,6
-4.57252294151673,1,2,2,6
-12.3103454142396,2,1,1,6
-1.75786789601154,2,2,1,6
-2.49156235021036,2,1,2,6
0.00250254376766088,2,2,2,6
0.597900128282308,1,1,1,6
0.255082033959933,1,2,1,6
-0.186451490212287,1,1,2,6
1.09840880586685,1,2,2,6
0.27423391289414,2,1,1,6
-0.164933129893867,2,2,1,6
-0.0664391607701043,2,1,2,6
-0.264421535551419,2,2,2,6
-0.632289138836235,1,1,1,6
0.846848338743856,1,2,1,6
0.23585791277974,1,1,2,6
0.321618807586672,1,2,2,6
0.139527837586515,2,1,1,6
-0.028400361635083,2,2,1,6
-0.220449723202672,2,1,2,6
0.758650292315888,2,2,2,6
0.400351759364895,1,1,1,6
1.35209544483615,1,2,1,6
-0.132803264387736,1,1,2,6
-0.504600327032132,1,2,2,6
0.823129098391131,2,1,1,6
0.821380095057827,2,2,1,6
1.05419016809103,2,1,2,6
1.03084817660344,2,2,2,6
-0.381470046419818,1,1,1,6
0.913312192941466,1,2,1,6
-0.698074794673099,1,1,2,6
1.18413803812578,1,2,2,6
4.20296926094867,2,1,1,6
0.698848251006147,2,2,1,6
0.870489317291132,2,1,2,6
-1.54659860100733,2,2,2,6
1.90347151466853,1,1,1,7
0.942244342767634,1,2,1,7
0.55169901972555,1,1,2,7
0.297377303317721,1,2,2,7
-0.249375602390141,2,1,1,7
0.812379652164455,2,2,1,7
0.602538426052698,2,1,2,7
0.409339574784306,2,2,2,7
0.973577392209114,1,1,1,7
0.682644193544972,1,2,1,7
0.0364285178403798,1,1,2,7
0.174470836820904,1,2,2,7
-7.56666570213508,2,1,1,7
-1.4439645256833,2,2,1,7
0.277804736411028,2,1,2,7
-1.71535004802818,2,2,2,7
0.00488526069008214,1,1,1,7
2.15809176156656,1,2,1,7
0.880597356644766,1,1,2,7
1.78626689069511,1,2,2,7
0.372051216060257,2,1,1,7
1.04336595650643,2,2,1,7
-0.329525651313952,2,1,2,7
0.996202558077893,2,2,2,7
0.558189200599257,1,2,2,7
10.1243190893583,2,1,1,7
13.4567838714431,2,2,1,7
1.10539636247321,2,1,2,7
0.585397276343873,2,2,2,7
0.716051107252175,1,1,1,7
0.288767780069671,1,2,1,7
0.225682083979194,1,1,2,7
0.141538419963969,1,2,2,7
0.584609144947552,2,1,1,7
3.62270250601182,2,2,1,7
0.222745660063154,2,1,2,7
0.974300369612162,2,2,2,7
1.09056977749408,1,1,1,7
-0.488057891578463,1,2,1,7
-0.085284757507026,1,1,2,7
0.88651000292353,1,2,2,7
-0.455231094594472,2,1,1,7
0.206337675142488,2,2,1,7
-0.509367134460037,2,1,2,7
0.470633198783818,2,2,2,7
0.744251583056295,1,1,1,7
2.04772093229328,1,2,1,7
-0.678061099360767,1,1,2,7
1.56176080101769,1,2,2,7
-1.91003764263209,2,1,1,7
-0.0328967831073691,2,2,1,7
2.06553918446637,2,1,2,7
-0.268778410346495,2,2,2,7
0.259287542129073,1,1,1,7
0.246775991085548,1,2,1,7
0.838933129052805,1,1,2,7
1.47789040062889,1,2,2,7
0.250658828477241,2,1,1,7
0.861210310076454,2,2,1,7
0.189524197949772,2,1,2,7
0.113751251819212,2,2,2,7
-1.03170835625163,1,1,1,7
-0.310507442657905,1,2,1,7
0.042394990367302,1,1,2,7
-0.122028558970635,1,2,2,7
0.481844783876517,2,1,1,7
0.441231624015358,2,2,1,7
0.0446275576329785,2,1,2,7
0.286906608801266,2,2,2,7
2.76281102033148,1,1,1,7
0.24979924579361,1,2,1,7
0.458373682235359,1,1,2,7
-0.086096095003668,1,2,2,7
0.218619155885536,2,1,1,7
1.05376146976349,2,2,1,7
-0.378920634412593,2,1,2,7
-2.84484206234715,2,2,2,7
0.183386041981445,1,1,1,7
0.484823456314551,1,2,1,7
1.0795109029839,1,1,2,7
0.866096379788255,1,2,2,7
0.46303362833544,2,1,1,7
1.97284519568536,2,2,1,7
0.0993031620224082,2,1,2,7
0.170241865885039,2,2,2,7
-0.0420381751069977,1,1,1,7
0.166461129023602,1,2,1,7
-0.525114507717838,1,1,2,7
1.01363175438315,1,2,2,7
0.508486730132436,2,1,1,7
0.385412302727405,2,2,1,7
0.116867235935942,2,1,2,7
0.422413773673483,2,2,2,7
0.0946708623573133,1,1,1,7
0.162834551841209,1,2,1,7
0.472498506246232,1,1,2,7
0.200219651080791,1,2,2,7
2.00580084348808,2,1,1,7
0.66689215166021,2,2,1,7
-0.193557651445345,2,1,2,7
0.428855417307485,2,2,2,7
-0.797591847881498,1,1,1,7
-0.816388700556742,1,2,1,7
-0.324734577199636,1,1,2,7
-0.0497770650401856,1,2,2,7
0.444337003542669,2,1,1,7
0.020851481774097,2,2,1,7
-0.259733907892997,2,1,2,7
0.570449349438124,2,2,2,7
0.130688475250058,1,1,1,7
-0.427192039538581,1,2,1,7
0.190751182962179,1,1,2,7
0.190490891400372,1,2,2,7
0.10855425864826,2,1,1,7
0.337152426085548,2,2,1,7
0.564593581962887,2,1,2,7
0.373825891997785,2,2,2,7
0.429737091794151,1,1,1,7
-1.10197989933926,1,2,1,7
-6.53827704919826,1,1,2,7
-5.15908332991649,1,2,2,7
-9.89284518530136,2,1,1,7
-1.2736607903484,2,2,1,7
-1.81229588541093,2,1,2,7
0.349209574272329,2,2,2,7
0.605917814655914,1,1,1,7
0.115688519597943,1,2,1,7
0.104240868311649,1,1,2,7
1.26305138116502,1,2,2,7
0.364806835151848,2,1,1,7
-0.157968569151592,2,2,1,7
0.330124236584966,2,1,2,7
-0.429617911597548,2,2,2,7
-0.664309159129869,1,1,1,7
0.750695705988842,1,2,1,7
0.389550146772003,1,1,2,7
0.430897655682772,1,2,2,7
0.655705100888592,2,1,1,7
0.368573181696987,2,2,1,7
0.17662199922702,2,1,2,7
0.921592055575314,2,2,2,7
0.488490641007929,1,1,1,7
1.32064045943294,1,2,1,7
-0.40598739645316,1,1,2,7
-0.246906100547491,1,2,2,7
0.384013395476176,2,1,1,7
-0.288880185025452,2,2,1,7
1.06837732398277,2,1,2,7
1.23467549279315,2,2,2,7
0.670482450134716,1,1,1,7
1.60523078691427,1,2,1,7
0.057570061075684,1,1,2,7
1.37873326200157,1,2,2,7
3.9089798681448,2,1,1,7
0.946082486377394,2,2,1,7
1.08770100569097,2,1,2,7
-0.487472204739291,2,2,2,7
2.0605124507157,1,1,1,8
1.70076776036595,1,2,1,8
0.358903323468244,1,1,2,8
0.561082827173664,1,2,2,8
-0.234408314453895,2,1,1,8
0.732789758196541,2,2,1,8
0.481903248980254,2,1,2,8
0.709595982726478,2,2,2,8
1.18663957629429,1,1,1,8
0.963637369728209,1,2,1,8
0.081051430686253,1,1,2,8
0.0819867646619416,1,2,2,8
-4.19015007133653,2,1,1,8
-0.451804997580822,2,2,1,8
0.357029405214157,2,1,2,8
0.233244525442188,2,2,2,8
0.279317136240432,1,1,1,8
2.386782834395,1,2,1,8
1.00323020248633,1,1,2,8
1.90945434242549,1,2,2,8
0.575630641514986,2,1,1,8
1.24298757682953,2,2,1,8
-0.0402397521196083,2,1,2,8
1.20822189659455,2,2,2,8
0.547506311822087,1,2,2,8
10.8386487096381,2,2,1,8
1.33819614792498,2,1,2,8
0.508214563921552,2,2,2,8
0.658098156586436,1,1,1,8
0.334273890000499,1,2,1,8
0.126386721939666,1,1,2,8
-0.297231177849597,1,2,2,8
0.582007942648582,2,1,1,8
3.62702455463173,2,2,1,8
0.00461717160447184,2,1,2,8
0.870820585311306,2,2,2,8
0.640133977264817,1,1,1,8
0.102182391807828,1,2,1,8
0.0122245970843223,1,1,2,8
1.13837066039701,1,2,2,8
-1.09267965388537,2,1,1,8
0.314078141098517,2,2,1,8
0.119443434780198,2,1,2,8
0.526825613442702,2,2,2,8
0.958480502359263,1,1,1,8
2.37596124428055,1,2,1,8
-0.137035874818194,1,1,2,8
-0.123551090042889,1,2,2,8
0.23379158675939,2,1,1,8
0.0861768368778182,2,2,1,8
2.83767705854363,2,1,2,8
-0.0187498305498441,2,2,2,8
0.344575013012609,1,1,1,8
0.102951187569049,1,2,1,8
0.959642575348223,1,1,2,8
1.03965397352317,1,2,2,8
0.366271044247653,2,1,1,8
0.946954493174025,2,2,1,8
-0.0957066765949526,2,1,2,8
0.05884151070259,2,2,2,8
0.13831365821967,1,1,1,8
0.265117267243109,1,2,1,8
-0.130397747168037,1,1,2,8
0.157566367229002,1,2,2,8
0.551222629270629,2,1,1,8
0.463203565751746,2,2,1,8
0.241447104353962,2,1,2,8
0.347762853215955,2,2,2,8
2.47447826611754,1,1,1,8
0.247505719598438,1,2,1,8
0.421151859108586,1,1,2,8
-0.0505820633932385,1,2,2,8
0.339488626154787,2,1,1,8
1.2038305739519,2,2,1,8
0.064382161692098,2,1,2,8
-2.47935687792094,2,2,2,8
0.330696008551191,1,1,1,8
0.409142034462771,1,2,1,8
0.560147624072464,1,1,2,8
1.23951851744003,1,2,2,8
0.44831744783471,2,1,1,8
2.17167948128774,2,2,1,8
0.114213239999872,2,1,2,8
0.0826885457499114,2,2,2,8
0.219160399894812,1,1,1,8
0.468191132254646,1,2,1,8
-0.212523085967814,1,1,2,8
1.53044825438212,1,2,2,8
0.368841699627338,2,1,1,8
0.587583637971676,2,2,1,8
0.14385660938768,2,1,2,8
0.141119424205546,2,2,2,8
0.256803271783208,1,1,1,8
0.48732616104622,1,2,1,8
0.80540792033889,1,1,2,8
0.343222518136151,1,2,2,8
1.92938139773728,2,1,1,8
0.449267191338385,2,2,1,8
-0.116304064546592,2,1,2,8
-0.424262520949602,2,2,2,8
-0.529266613769356,1,1,1,8
-0.873879996062035,1,2,1,8
-0.35253900687751,1,1,2,8
-0.201336128520181,1,2,2,8
0.256015326741507,2,1,1,8
0.0860216648588857,2,2,1,8
-0.286157294199561,2,1,2,8
-0.141123408319676,2,2,2,8
0.474706411580626,1,1,1,8
-0.620689110011209,1,2,1,8
0.702825936846496,1,1,2,8
0.480533102190551,1,2,2,8
0.367416051905376,2,1,1,8
0.480459073479507,2,2,1,8
0.469584000638474,2,1,2,8
0.721760349629074,2,2,2,8
-0.0806791530336393,1,1,1,8
-0.738903357311015,1,2,1,8
-4.45752628776025,1,1,2,8
-4.1886396057959,1,2,2,8
-8.82990191607958,2,1,1,8
-0.81305964476401,2,2,1,8
-0.645518397641043,2,1,2,8
-0.168882083519275,2,2,2,8
0.387269421720212,1,1,1,8
0.409161881235529,1,2,1,8
0.20457198445772,1,1,2,8
1.18673264453042,1,2,2,8
0.433637008210345,2,1,1,8
0.0513618485195843,2,2,1,8
0.46508301602151,2,1,2,8
-0.336877423371433,2,2,2,8
-0.0531284746415027,1,1,1,8
0.643024968038267,1,2,1,8
0.6702876737908,1,1,2,8
0.353160583274252,1,2,2,8
0.706448666725777,2,1,1,8
0.0714496350248433,2,2,1,8
0.180434568147471,2,1,2,8
0.313938818496495,2,2,2,8
0.575203044838553,1,1,1,8
1.4916614594691,1,2,1,8
0.181348978128239,1,1,2,8
-0.572937063257073,1,2,2,8
0.828881717957224,2,1,1,8
0.709844865676149,2,2,1,8
1.49943211062557,2,1,2,8
1.63117276545092,2,2,2,8
0.447366707225414,1,1,1,8
1.61468085047845,1,2,1,8
0.30533830558921,1,1,2,8
1.45718602405483,1,2,2,8
4.30359129773069,2,1,1,8
0.887172765178803,2,2,1,8
1.23454570968459,2,1,2,8
-0.562316252783879,2,2,2,8
2.35241764827025,1,1,1,9
0.944942596416477,1,2,1,9
1.01645774938802,1,1,2,9
0.605756281604252,1,2,2,9
0.247339356081834,2,1,1,9
1.01177090823208,2,2,1,9
0.38293566640269,2,1,2,9
0.696065227598595,2,2,2,9
0.74215043618927,1,1,1,9
0.95835255902322,1,2,1,9
-0.287679841790546,1,1,2,9
0.51093015248176,1,2,2,9
-5.8487988832293,2,1,1,9
-0.236930775164362,2,2,1,9
0.0622493207694997,2,1,2,9
-0.23902647804508,2,2,2,9
0.0324795645749739,1,1,1,9
2.52612203365865,1,2,1,9
0.816761817031153,1,1,2,9
1.95734137351368,1,2,2,9
0.911352803803837,2,1,1,9
0.578150106681241,2,2,1,9
0.177678573851946,2,1,2,9
1.15106883567318,2,2,2,9
0.424129393464739,1,2,2,9
-35.6345604650546,2,1,1,9
23.3265399663841,2,2,1,9
1.09619993940934,2,1,2,9
0.710649204558124,2,2,2,9
0.771353257095064,1,1,1,9
0.340603305762609,1,2,1,9
0.324875133124592,1,1,2,9
0.263147620823471,1,2,2,9
0.740150640493509,2,1,1,9
3.63428908094349,2,2,1,9
0.310474809186079,2,1,2,9
1.08624181583462,2,2,2,9
1.18872755029946,1,1,1,9
-0.157978410697366,1,2,1,9
-0.0191624504149863,1,1,2,9
1.28604128833794,1,2,2,9
-0.231454381571526,2,1,1,9
0.253113869603168,2,2,1,9
0.0434652824764057,2,1,2,9
0.0868165823453949,2,2,2,9
0.673584459404103,1,1,1,9
2.6316382116354,1,2,1,9
-0.299794728241147,1,1,2,9
0.442557600829314,1,2,2,9
-0.473957040110497,2,1,1,9
0.074937697197489,2,2,1,9
2.49739136124378,2,1,2,9
-0.280701150415922,2,2,2,9
0.10345830911591,1,1,1,9
0.293422187505421,1,2,1,9
0.723862440625229,1,1,2,9
1.26662851364906,1,2,2,9
0.273094224655682,2,1,1,9
