0.6434503,0.865978
0.2419064,0.8582101
0.2902697,0.8518882
0.2738754,0.8769915
0.270438,0.8445894
0.5433245,0.93989
0.2733235,0.8164579
0.2622012,0.8192821
0.260664,0.8145775
0.2596083,0.8091141
0.2584346,0.8039137
0.2574448,0.7981806
0.5351882,0.9196999
0.5338795,0.917045
0.5325832,0.9143492
0.531241,0.911648
0.5368783,0.9135436
0.6386632,0.9460627
0.6386121,0.9462913
0.6342542,0.9483756
0.6617861,0.9702027
0.4274116,0.9394049
0.2491304,0.6213356
0.2623379,0.6019116
0.235597,0.6271694
0.2107507,0.6730413
0.1928117,0.7062029
0.1588348,0.817663
0.1488088,0.7748336
0.1616122,0.8136093
0.167534,0.7597474
0.2317007,0.8657846
0.2260855,0.9558922
0.2501224,0.9159988
0.1896591,0.7316688
0.2118182,0.7491674
0.2121398,0.8009737
0.211117,0.7429764
0.1986318,0.7564536
0.2374118,0.6821963
0.1769297,0.8037346
0.1974764,0.6752602
0.1716667,0.7277292
0.1726561,0.8091165
0.1678898,0.9333627
0.1325153,0.9389197
0.2696697,0.9686789
0.3617165,0.9962059
0.1000219,0.8771645
0.1703802,0.9534306
0.154788,0.9881197
0.1021384,0.9925971
0.1405288,0.9991407
0.1668727,0.9121721
0.2346937,0.798461
0.2949708,0.9584697
0.2380982,0.9387984
0.1977201,0.9490374
0.2757606,0.9587919
0.2322582,0.7611739
0.1632147,0.8329136
0.1352223,0.847842
0.1202883,0.8150268
0.1431157,0.8115404
0.1400642,0.818032
0.2319278,0.7591736
0.1221969,0.8147631
0.1263848,0.8045184
0.1260699,0.8041043
0.2527057,0.6227201
0.3074916,0.74832
0.2183356,0.6576416
0.09293057,0.8241356
0.1223841,0.9091903
0.1049129,0.9184253
0.1035444,0.9159921
0.1526095,0.9714159
0.120758,0.9143351
0.1287618,0.8278685
0.3010333,0.7917944
0.3834725,0.866321
0.4396584,0.9438666
0.3686983,0.9104755
0.2641776,0.8371009
0.2848878,0.9088733
0.3593494,0.9395751
0.3408183,0.9429833
0.2905985,0.8337341
0.09181315,0.821206
0.5278873,0.9956798
0.4328855,0.9812393
0.24085,0.9228058
0.2310329,0.949636
0.3694721,0.9128501
0.3011901,0.8886742
0.2764617,0.6842413
0.3256278,0.5282955
0.3515779,0.5049924
0.1703828,0.7820029
0.2019631,0.7966706
0.347062,0.6922792
0.159608,0.810765
0.2541964,0.786258
0.3026869,0.6659995
0.4302645,0.6465979
0.4682196,0.5324824
0.4426804,0.5329761
0.2109594,0.5168104
0.2118038,0.5361422
0.2116085,0.5169604
0.2197503,0.5172265
0.2428757,0.4526498
0.2976961,0.5079872
0.3454182,0.5246228
0.31332,0.1721622
0.3510326,0.1197155
0.3345964,0.1290677
0.4080898,0.4488463
0.4109988,0.4477066
0.4274821,0.2996272
0.4253297,0.4199593
0.4331015,0.5016521
0.2658255,0.08046087
0.2510102,0.09080297
0.2607395,0.08616477
0.2565026,0.0908974
0.2783923,0.5065285
0.3007831,0.5030558
0.3273633,0.5853243
0.318709,0.4345219
0.3092584,0.4646382
0.3214482,0.497004
0.2069234,0.2933722
0.2734107,0.2604388
0.2056842,0.3371756
0.2022937,0.3399256
0.2282422,0.09028795
0.2164006,0.08441986
0.2089663,0.08502097
0.2028412,0.07459872
0.1678452,0.1468462
0.1725923,0.09311404
0.1567088,0.07065821
0.2170064,0.06044154
0.1859371,0.06496266
0.1816891,0.300491
0.1577461,0.2584235
0.3792816,0.8416908
0.2728098,0.5754073
0.2314599,0.6417834
0.2528881,0.9444642
0.1669495,0.8480218
0.1822865,0.4700986
0.1884281,0.7932296
0.2320965,0.6156377
0.2304018,0.1593665
0.1731833,0.07425012
0.1557774,0.06553971
0.1259759,0.06383006
0.1344471,0.07780275
0.180031,0.1309853
0.272355,0.4341337
0.2308974,0.2646168
0.282851,0.2538325
0.2639039,0.145957
0.2624721,0.167886
0.2345098,0.1526205
0.1962277,0.1973055
0.1854511,0.25258
0.1721296,0.2704976
0.151507,0.2646445
0.1985162,0.2879315
0.2404486,0.2938581
0.3169362,0.3756847
0.2057842,0.2757336
0.3570423,0.4990146
0.4000524,0.5264947
0.3903325,0.5791928
0.3210957,0.8005745
0.385274,0.4436316
0.3796921,0.5576735
0.287493,0.3407248
0.3795402,0.5533593
0.3271468,0.4829929
0.228405,0.9404894
0.2870966,0.6395319
0.4189637,0.5890396
0.4631459,0.5124466
0.4218957,0.6057667
0.4261344,0.6586924
0.4513669,0.6639119
0.4068551,0.6800124
0.4898423,0.6573102
0.2834805,0.6532861
0.2913868,0.6380479
0.3168364,0.665635
0.3536263,0.6611893
0.4691522,0.5099988
0.4815082,0.5071005
0.4789081,0.5108231
0.4714222,0.545391
0.5215646,0.7855849
0.5635722,0.6497875
0.579027,0.5900002
0.5081853,0.5836802
0.4995885,0.6014476
0.5200351,0.5995644
0.5022793,0.6309808
0.4580961,0.6156988
0.3776732,0.7421478
0.3339227,0.8487221
0.2455957,0.9512393
0.3353263,0.5606409
0.2840351,0.5837931
0.3907768,0.577603
0.3701326,0.5662739
