13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439,13193,2000,5439
13194.03,2000,5439.34,13193.25,2000,5440.054,13193.85,2000,5439.674,13194.01,2000,5439.402,13193.81,2000,5439.723,13193.98,2000,5439.454,13194.01,2000,5439.384,13194.03,2000,5439.346,13194.03,2000,5439.342,13194.08,2000,5439.089,13193.79,2000,5439.737,13193.05,2000,5440.082,13193.33,2000,5440.03,13193.96,2000,5439.501,13194,2000,5439.412
13195.07,2000,5439.646,13193.47,2000,5441.115,13194.67,2000,5440.375,13195.02,2000,5439.771,13194.59,2000,5440.472,13194.95,2000,5439.94,13195.04,2000,5439.735,13195.06,2000,5439.658,13195.07,2000,5439.65,13195.16,2000,5439.142,13194.56,2000,5440.5,13193.07,2000,5441.165,13193.64,2000,5441.07,13194.9,2000,5440.034,13195.02,2000,5439.79
13196.12,2000,5439.917,13193.65,2000,5442.184,13195.48,2000,5441.102,13196.05,2000,5440.106,13195.35,2000,5441.246,13195.9,2000,5440.458,13196.07,2000,5440.053,13196.11,2000,5439.936,13196.11,2000,5439.925,13196.24,2000,5439.16,13195.3,2000,5441.289,13193.06,2000,5442.248,13193.9,2000,5442.12,13195.83,2000,5440.597,13196.04,2000,5440.135
13197.17,2000,5440.155,13193.79,2000,5443.257,13196.26,2000,5441.855,13197.1,2000,5440.407,13196.08,2000,5442.044,13196.84,2000,5441.006,13197.12,2000,5440.336,13197.17,2000,5440.179,13197.17,2000,5440.165,13197.33,2000,5439.143,13196.02,2000,5442.101,13193.01,2000,5443.33,13194.14,2000,5443.178,13196.74,2000,5441.19,13197.08,2000,5440.447
13198.24,2000,5440.357,13193.9,2000,5444.335,13197.01,2000,5442.634,13198.15,2000,5440.674,13196.79,2000,5442.866,13197.75,2000,5441.584,13198.17,2000,5440.585,13198.23,2000,5440.387,13198.23,2000,5440.37,13198.41,2000,5439.09,13196.71,2000,5442.936,13192.92,2000,5444.41,13194.33,2000,5444.243,13197.62,2000,5441.813,13198.13,2000,5440.724
13199.31,2000,5440.525,13193.98,2000,5445.416,13197.74,2000,5443.437,13199.2,2000,5440.907,13197.46,2000,5443.711,13198.65,2000,5442.193,13199.24,2000,5440.8,13199.3,2000,5440.561,13199.3,2000,5440.54,13199.49,2000,5439.001,13197.38,2000,5443.792,13192.8,2000,5445.486,13194.5,2000,5445.314,13198.49,2000,5442.464,13199.18,2000,5440.967
13200.38,2000,5440.657,13194.02,2000,5446.498,13198.44,2000,5444.263,13200.27,2000,5441.104,13198.12,2000,5444.577,13199.54,2000,5442.817,13200.3,2000,5440.979,13200.37,2000,5440.7,13200.38,2000,5440.675,13200.57,2000,5438.878,13198.01,2000,5444.671,13192.64,2000,5446.558,13194.63,2000,5446.39,13199.33,2000,5443.144,13200.25,2000,5441.175
13201.46,2000,5440.754,13194.02,2000,5447.582,13199.11,2000,5445.111,13201.34,2000,5441.268,13198.74,2000,5445.464,13200.42,2000,5443.446,13201.38,2000,5441.124,13201.45,2000,5440.803,13201.46,2000,5440.774,13201.64,2000,5438.719,13198.61,2000,5445.569,13192.45,2000,5447.625,13194.72,2000,5447.469,13200.15,2000,5443.85,13201.32,2000,5441.348
13202.54,2000,5440.816,13193.99,2000,5448.665,13199.76,2000,5445.981,13202.42,2000,5441.396,13199.33,2000,5446.372,13201.3,2000,5444.079,13202.46,2000,5441.233,13202.53,2000,5440.872,13202.54,2000,5440.839,13202.7,2000,5438.525,13199.19,2000,5446.487,13192.22,2000,5448.684,13194.78,2000,5448.551,13200.95,2000,5444.583,13202.39,2000,5441.486
13203.63,2000,5440.843,13193.92,2000,5449.746,13200.37,2000,5446.872,13203.5,2000,5441.488,13199.89,2000,5447.297,13202.18,2000,5444.713,13203.54,2000,5441.308,13203.62,2000,5440.904,13203.62,2000,5440.868,13203.76,2000,5438.297,13199.73,2000,5447.423,13191.96,2000,5449.735,13194.8,2000,5449.634,13201.72,2000,5445.342,13203.47,2000,5441.589
13204.71,2000,5440.834,13193.82,2000,5450.824,13200.96,2000,5447.783,13204.58,2000,5441.545,13200.42,2000,5448.241,13203.05,2000,5445.35,13204.62,2000,5441.346,13204.7,2000,5440.901,13204.71,2000,5440.861,13204.81,2000,5438.034,13200.25,2000,5448.377,13191.66,2000,5450.777,13194.78,2000,5450.717,13202.47,2000,5446.125,13204.55,2000,5441.657
13205.79,2000,5440.79,13193.69,2000,5451.899,13201.52,2000,5448.712,13205.66,2000,5441.567,13200.92,2000,5449.202,13203.93,2000,5445.988,13205.7,2000,5441.35,13205.78,2000,5440.863,13205.79,2000,5440.819,13205.85,2000,5437.736,13200.73,2000,5449.347,13191.33,2000,5451.809,13194.74,2000,5451.799,13203.19,2000,5446.933,13205.63,2000,5441.689
13206.87,2000,5440.71,13193.51,2000,5452.968,13202.04,2000,5449.659,13206.74,2000,5441.554,13201.39,2000,5450.179,13204.8,2000,5446.627,13206.79,2000,5441.317,13206.86,2000,5440.79,13206.87,2000,5440.742,13206.88,2000,5437.405,13201.18,2000,5450.332,13190.97,2000,5452.829,13194.65,2000,5452.879,13203.89,2000,5447.764,13206.72,2000,5441.686
13207.95,2000,5440.595,13193.31,2000,5454.032,13202.54,2000,5450.622,13207.83,2000,5441.504,13201.83,2000,5451.17,13205.68,2000,5447.268,13207.87,2000,5441.25,13207.94,2000,5440.681,13207.95,2000,5440.629,13207.91,2000,5437.041,13201.6,2000,5451.332,13190.57,2000,5453.837,13194.53,2000,5453.956,13204.56,2000,5448.617,13207.8,2000,5441.647
13209.02,2000,5440.444,13193.06,2000,5455.088,13203,2000,5451.602,13208.91,2000,5441.42,13202.23,2000,5452.176,13206.55,2000,5447.909,13208.94,2000,5441.146,13209.01,2000,5440.537,13209.02,2000,5440.481,13208.91,2000,5436.643,13201.99,2000,5452.344,13190.15,2000,5454.832,13194.38,2000,5455.028,13205.2,2000,5449.491,13208.88,2000,5441.573
13210.09,2000,5440.259,13192.79,2000,5456.135,13203.43,2000,5452.595,13209.98,2000,5441.3,13202.6,2000,5453.194,13207.42,2000,5448.55,13210.02,2000,5441.008,13210.08,2000,5440.357,13210.09,2000,5440.299,13209.91,2000,5436.212,13202.34,2000,5453.369,13189.68,2000,5455.812,13194.19,2000,5456.095,13205.81,2000,5450.386,13209.96,2000,5441.477
13211.15,2000,5440.039,13192.48,2000,5457.173,13203.83,2000,5453.603,13211.05,2000,5441.146,13202.94,2000,5454.223,13208.3,2000,5449.193,13211.09,2000,5440.835,13211.14,2000,5440.144,13211.15,2000,5440.081,13210.89,2000,5435.749,13202.66,2000,5454.404,13189.19,2000,5456.776,13193.96,2000,5457.154,13206.39,2000,5451.301,13211.04,2000,5441.387
13212.2,2000,5439.784,13192.13,2000,5458.201,13204.2,2000,5454.623,13212.12,2000,5440.956,13203.24,2000,5455.263,13209.17,2000,5449.836,13212.15,2000,5440.627,13212.2,2000,5439.895,13212.2,2000,5439.829,13211.85,2000,5435.254,13202.94,2000,5455.45,13188.67,2000,5457.724,13193.7,2000,5458.206,13206.94,2000,5452.234,13212.12,2000,5441.308
13213.25,2000,5439.495,13191.76,2000,5459.216,13204.53,2000,5455.654,13213.18,2000,5440.731,13203.51,2000,5456.313,13210.04,2000,5450.48,13213.21,2000,5440.384,13213.24,2000,5439.612,13213.25,2000,5439.542,13212.8,2000,5434.729,13203.19,2000,5456.504,13188.11,2000,5458.654,13193.41,2000,5459.249,13207.46,2000,5453.185,13213.2,2000,5441.237
13214.28,2000,5439.172,13191.35,2000,5460.219,13204.83,2000,5456.695,13214.23,2000,5440.472,13203.75,2000,5457.37,13210.91,2000,5451.125,13214.25,2000,5440.107,13214.28,2000,5439.295,13214.28,2000,5439.221,13213.73,2000,5434.172,13203.41,2000,5457.565,13187.52,2000,5459.566,13193.08,2000,5460.282,13207.95,2000,5454.151,13214.28,2000,5441.175
13215.3,2000,5438.815,13190.9,2000,5461.208,13205.09,2000,5457.746,13215.28,2000,5440.178,13203.95,2000,5458.435,13211.78,2000,5451.77,13215.29,2000,5439.795,13215.31,2000,5438.944,13215.31,2000,5438.867,13214.64,2000,5433.585,13203.59,2000,5458.634,13186.91,2000,5460.458,13192.72,2000,5461.303,13208.4,2000,5455.134,13215.36,2000,5441.119
13216.31,2000,5438.425,13190.43,2000,5462.181,13205.32,2000,5458.805,13216.31,2000,5439.851,13204.11,2000,5459.506,13212.65,2000,5452.416,13216.32,2000,5439.45,13216.32,2000,5438.56,13216.32,2000,5438.479,13215.53,2000,5432.969,13203.73,2000,5459.708,13186.27,2000,5461.329,13192.32,2000,5462.312,13208.83,2000,5456.131,13216.45,2000,5441.069
13217.31,2000,5438.002,13189.92,2000,5463.139,13205.51,2000,5459.871,13217.33,2000,5439.489,13204.24,2000,5460.582,13213.52,2000,5453.063,13217.33,2000,5439.072,13217.32,2000,5438.143,13217.32,2000,5438.059,13216.4,2000,5432.324,13203.84,2000,5460.785,13185.59,2000,5462.179,13191.9,2000,5463.308,13209.24,2000,5457.133,13217.53,2000,5441.025
13218.29,2000,5437.547,13189.38,2000,5464.079,13205.67,2000,5460.943,13218.34,2000,5439.095,13204.34,2000,5461.661,13214.39,2000,5453.71,13218.34,2000,5438.66,13218.3,2000,5437.693,13218.3,2000,5437.605,13217.25,2000,5431.65,13203.92,2000,5461.866,13184.89,2000,5463.006,13191.44,2000,5464.289,13209.65,2000,5458.135,13218.61,2000,5440.986
13219.26,2000,5437.06,13188.81,2000,5465.001,13205.79,2000,5462.019,13219.33,2000,5438.667,13204.4,2000,5462.742,13215.25,2000,5454.359,13219.32,2000,5438.216,13219.27,2000,5437.212,13219.27,2000,5437.121,13218.07,2000,5430.95,13203.96,2000,5462.948,13184.17,2000,5463.81,13190.95,2000,5465.254,13210.06,2000,5459.136,13219.69,2000,5440.952
13220.21,2000,5436.542,13188.21,2000,5465.905,13205.88,2000,5463.099,13220.31,2000,5438.208,13204.42,2000,5463.825,13216.12,2000,5455.007,13220.3,2000,5437.74,13220.23,2000,5436.699,13220.22,2000,5436.604,13218.88,2000,5430.222,13203.96,2000,5464.032,13183.42,2000,5464.589,13190.42,2000,5466.203,13210.48,2000,5460.137,13220.78,2000,5440.923
13221.15,2000,5435.992,13187.59,2000,5466.788,13205.94,2000,5464.181,13221.28,2000,5437.724,13204.41,2000,5464.909,13216.99,2000,5455.656,13221.25,2000,5437.232,13221.17,2000,5436.155,13221.16,2000,5436.057,13219.65,2000,5429.469,13203.93,2000,5465.115,13182.64,2000,5465.344,13189.87,2000,5467.134,13210.9,2000,5461.136,13221.86,2000,5440.898
13222.06,2000,5435.413,13186.93,2000,5467.65,13205.96,2000,5465.264,13222.25,2000,5437.243,13204.36,2000,5465.991,13217.86,2000,5456.306,13222.19,2000,5436.693,13222.08,2000,5435.581,13222.07,2000,5435.479,13220.41,2000,5428.69,13203.86,2000,5466.196,13181.84,2000,5466.073,13189.29,2000,5468.046,13211.32,2000,5462.135,13222.94,2000,5440.877
13222.96,2000,5434.803,13186.25,2000,5468.491,13205.94,2000,5466.347,13223.23,2000,5436.771,13204.28,2000,5467.071,13218.72,2000,5456.956,13223.12,2000,5436.124,13222.98,2000,5434.977,13222.97,2000,5434.872,13221.14,2000,5427.888,13203.76,2000,5467.274,13181.01,2000,5466.775,13188.67,2000,5468.939,13211.74,2000,5463.132,13224.03,2000,5440.861
13223.83,2000,5434.165,13185.54,2000,5469.308,13205.9,2000,5467.429,13224.21,2000,5436.31,13204.16,2000,5468.148,13219.59,2000,5457.607,13224.02,2000,5435.524,13223.86,2000,5434.343,13223.85,2000,5434.236,13221.84,2000,5427.062,13203.62,2000,5468.349,13180.16,2000,5467.45,13188.03,2000,5469.812,13212.17,2000,5464.128,13225.11,2000,5440.85
13224.69,2000,5433.499,13184.8,2000,5470.102,13205.85,2000,5468.512,13225.19,2000,5435.858,13204.01,2000,5469.221,13220.46,2000,5458.258,13224.9,2000,5434.896,13224.72,2000,5433.682,13224.7,2000,5433.571,13222.51,2000,5426.213,13203.45,2000,5469.418,13179.29,2000,5468.097,13187.36,2000,5470.663,13212.6,2000,5465.123,13226.19,2000,5440.842
13225.52,2000,5432.804,13184.04,2000,5470.871,13205.81,2000,5469.594,13226.18,2000,5435.416,13203.82,2000,5470.288,13221.32,2000,5458.91,13225.76,2000,5434.239,13225.56,2000,5432.992,13225.54,2000,5432.879,13223.16,2000,5425.343,13203.24,2000,5470.482,13178.41,2000,5468.715,13186.66,2000,5471.492,13213.03,2000,5466.117,13227.28,2000,5440.838
13226.33,2000,5432.083,13183.25,2000,5471.614,13205.77,2000,5470.677,13227.17,2000,5434.979,13203.6,2000,5471.348,13222.19,2000,5459.563,13226.6,2000,5433.555,13226.37,2000,5432.276,13226.35,2000,5432.16,13223.77,2000,5424.452,13203,2000,5471.538,13177.5,2000,5469.304,13185.94,2000,5472.297,13213.46,2000,5467.11,13228.36,2000,5440.839
13227.11,2000,5431.336,13182.44,2000,5472.332,13205.74,2000,5471.759,13228.17,2000,5434.55,13203.34,2000,5472.4,13223.05,2000,5460.215,13227.42,2000,5432.843,13227.16,2000,5431.533,13227.13,2000,5431.415,13224.36,2000,5423.542,13202.72,2000,5472.585,13176.57,2000,5469.862,13185.19,2000,5473.079,13213.9,2000,5468.103,13229.44,2000,5440.843
13227.87,2000,5430.563,13181.6,2000,5473.022,13205.71,2000,5472.842,13229.17,2000,5434.125,13203.05,2000,5473.443,13223.91,2000,5460.869,13228.21,2000,5432.104,13227.92,2000,5430.765,13227.89,2000,5430.644,13224.92,2000,5422.613,13202.41,2000,5473.623,13175.62,2000,5470.39,13184.41,2000,5473.835,13214.33,2000,5469.094,13230.52,2000,5440.851
13228.61,2000,5429.767,13180.75,2000,5473.686,13205.68,2000,5473.925,13230.17,2000,5433.706,13202.73,2000,5474.477,13224.78,2000,5461.522,13228.99,2000,5431.352,13228.66,2000,5429.973,13228.63,2000,5429.849,13225.44,2000,5421.666,13202.07,2000,5474.65,13174.66,2000,5470.887,13183.61,2000,5474.565,13214.77,2000,5470.085,13231.61,2000,5440.863
13229.31,2000,5428.946,13179.87,2000,5474.32,13205.65,2000,5475.008,13231.17,2000,5433.29,13202.37,2000,5475.499,13225.64,2000,5462.177,13229.77,2000,5430.601,13229.37,2000,5429.156,13229.34,2000,5429.03,13225.94,2000,5420.703,13201.69,2000,5475.666,13173.68,2000,5471.352,13182.79,2000,5475.27,13215.21,2000,5471.075,13232.69,2000,5440.878
