 Window Size = 20, Outer Loop no. = 2, Inner Loop no. = 1, Parameter Space no. = 2, Accuracy = 0.532608687877655, MaxAccuracy = 0.60597825050354 
 Window Size = 20, Outer Loop no. = 2, Inner Loop no. = 2, Parameter Space no. = 1, Accuracy = 0.41576087474823, MaxAccuracy = 0.60597825050354 
 Window Size = 20, Outer Loop no. = 2, Inner Loop no. = 2, Parameter Space no. = 2, Accuracy = 0.4538043439388275, MaxAccuracy = 0.5978260636329651 
 Window Size = 20, Outer Loop no. = 2, Inner Loop no. = 3, Parameter Space no. = 1, Accuracy = 0.6195651888847351, MaxAccuracy = 0.6195651888847351 
 Window Size = 20, Outer Loop no. = 2, Inner Loop no. = 3, Parameter Space no. = 2, Accuracy = 0.4538043439388275, MaxAccuracy = 0.6114130616188049 
 Window Size = 20, Outer Loop no. = 2, Inner Loop no. = 4, Parameter Space no. = 1, Accuracy = 0.448369562625885, MaxAccuracy = 0.6114130616188049 
 Window Size = 20, Outer Loop no. = 2, Inner Loop no. = 4, Parameter Space no. = 2, Accuracy = 0.551630437374115, MaxAccuracy = 0.5978260636329651 
 Window Size = 20, Outer Loop no. = 3, Inner Loop no. = 0, Parameter Space no. = 1, Accuracy = 0.3321554660797119, MaxAccuracy = 0.45229682326316833 
 Window Size = 20, Outer Loop no. = 3, Inner Loop no. = 0, Parameter Space no. = 2, Accuracy = 0.5848056674003601, MaxAccuracy = 0.6501767039299011 
 Window Size = 20, Outer Loop no. = 3, Inner Loop no. = 1, Parameter Space no. = 1, Accuracy = 0.34805652499198914, MaxAccuracy = 0.6678445339202881 
 Window Size = 20, Outer Loop no. = 3, Inner Loop no. = 1, Parameter Space no. = 2, Accuracy = 0.3710247278213501, MaxAccuracy = 0.6678445339202881 
 Window Size = 20, Outer Loop no. = 3, Inner Loop no. = 2, Parameter Space no. = 1, Accuracy = 0.33392226696014404, MaxAccuracy = 0.6678445339202881 
 Window Size = 20, Outer Loop no. = 3, Inner Loop no. = 2, Parameter Space no. = 2, Accuracy = 0.5106006860733032, MaxAccuracy = 0.5106006860733032 
 Window Size = 20, Outer Loop no. = 3, Inner Loop no. = 3, Parameter Space no. = 1, Accuracy = 0.34452298283576965, MaxAccuracy = 0.6448763012886047 
 Window Size = 20, Outer Loop no. = 3, Inner Loop no. = 3, Parameter Space no. = 2, Accuracy = 0.3710247278213501, MaxAccuracy = 0.6678445339202881 
 Window Size = 20, Outer Loop no. = 3, Inner Loop no. = 4, Parameter Space no. = 1, Accuracy = 0.34452298283576965, MaxAccuracy = 0.6713780760765076 
 Window Size = 20, Outer Loop no. = 3, Inner Loop no. = 4, Parameter Space no. = 2, Accuracy = 0.33922260999679565, MaxAccuracy = 0.6342756152153015 
 Window Size = 20, Outer Loop no. = 4, Inner Loop no. = 0, Parameter Space no. = 1, Accuracy = 0.4061810076236725, MaxAccuracy = 0.6799116730690002 
 Window Size = 20, Outer Loop no. = 4, Inner Loop no. = 0, Parameter Space no. = 2, Accuracy = 0.5938189625740051, MaxAccuracy = 0.6401765942573547 
 Window Size = 20, Outer Loop no. = 4, Inner Loop no. = 1, Parameter Space no. = 1, Accuracy = 0.4282560646533966, MaxAccuracy = 0.6799116730690002 
 Window Size = 20, Outer Loop no. = 4, Inner Loop no. = 1, Parameter Space no. = 2, Accuracy = 0.3421633541584015, MaxAccuracy = 0.6666666865348816 
 Window Size = 20, Outer Loop no. = 4, Inner Loop no. = 2, Parameter Space no. = 1, Accuracy = 0.430463582277298, MaxAccuracy = 0.5783664584159851 
 Window Size = 20, Outer Loop no. = 4, Inner Loop no. = 2, Parameter Space no. = 2, Accuracy = 0.40176600217819214, MaxAccuracy = 0.6799116730690002 
 Window Size = 20, Outer Loop no. = 4, Inner Loop no. = 3, Parameter Space no. = 1, Accuracy = 0.6401765942573547, MaxAccuracy = 0.6799116730690002 
 Window Size = 20, Outer Loop no. = 4, Inner Loop no. = 3, Parameter Space no. = 2, Accuracy = 0.4746136963367462, MaxAccuracy = 0.684326708316803 
 Window Size = 20, Outer Loop no. = 4, Inner Loop no. = 4, Parameter Space no. = 1, Accuracy = 0.5761589407920837, MaxAccuracy = 0.6887417435646057 
 Window Size = 20, Outer Loop no. = 4, Inner Loop no. = 4, Parameter Space no. = 2, Accuracy = 0.3554084002971649, MaxAccuracy = 0.6821191906929016 
