Time (s),x (pixels),y (pixels)
0,0.338059159005795,0.682060173407627
0.0159580010513309,0.338829598457723,0.681908353215804
0.031936502084136,0.338592174080676,0.684037546921515
0.0479525031405501,0.339431442258671,0.684618334824069
0.0640335042116931,0.339605750431538,0.683110362595873
0.0780990051280241,0.34009094180088,0.682576165139727
0.0940085061592981,0.340143191378795,0.681523747148978
0.110357507248409,0.339774207400042,0.680190321945399
0.124349508158048,0.339775933012256,0.679303878421005
0.13984600918775,0.340282696155234,0.678035971484114
0.155805010217591,0.340519076487337,0.676342909571663
0.171910511271562,0.339102840236586,0.675244691973574
0.187966012337711,0.338926626392891,0.674790105976689
0.207423013620428,0.338574173890048,0.67429442090209
0.223384014665498,0.338907845097004,0.674227901460198
0.23593551547674,0.337793330661512,0.674989300995687
0.252092516529956,0.337828703688391,0.675371278818103
0.266312017469318,0.337758795414068,0.675531063135239
0.282256018530461,0.337870544284953,0.67462049074248
0.298933019628748,0.337757272266969,0.672243318521394
0.312892020534491,0.337697249049219,0.672263459248714
0.32796252152184,0.337120676505554,0.673698715893486
0.343941022583749,0.337122516994104,0.674443982875443
0.360226023636642,0.337322605888935,0.673921475572394
0.376198024692712,0.33731278250556,0.676373251309674
0.392014025739627,0.33604247573018,0.675584836236026
0.408008026788593,0.336040599169941,0.677502513632055
0.423886527816649,0.334595886243494,0.678073377442803
0.440351028912119,0.334461918893013,0.679246422191923
0.454412029823288,0.336124354365298,0.679846104505688
0.470064030858339,0.336044742143373,0.680706084812946
0.486195031931857,0.335763689067916,0.68134611095339
0.500461032846943,0.340699180509363,0.670942420963177
0.516637033913867,0.410415671902425,0.69336052879231
0.532404034951469,0.442298687024191,0.643003215528419
0.548026535994723,0.525109868258247,0.647891346571035
0.563979537037085,0.56249729359559,0.59211655953446
0.580077538077603,0.612453145414869,0.591058587468456
0.596015539122163,0.629388170946321,0.570053549321987
0.611974040177302,0.640015675949258,0.573411512154198
0.628110041230684,0.640444048060501,0.573181460828447
0.644071042275755,0.638196457592701,0.564859421307143
0.660041043331148,0.63653098350486,0.564630912185192
0.674278044258244,0.635022200837604,0.560961140669784
0.688100045183091,0.631623213947588,0.562561428010561
0.703798046204611,0.629855540835514,0.561490994875741
0.719821047256119,0.627224987752001,0.563397385261052
0.735863048306783,0.622648700353095,0.5602653460441
0.751875049347291,0.617751873564297,0.562440790903444
0.767855550395325,0.609276978498139,0.559478916776409
0.783866051468067,0.6171136596258,0.543304216841855
0.799892552517122,0.626834076961216,0.537228184245928
0.815855053559062,0.632843218755252,0.523801792976913
0.831834554614034,0.630864869221801,0.522295326178987
0.847820055656484,0.625994743138335,0.528799135174257
0.861906056597945,0.621079627696636,0.527786527002414
0.876302057527937,0.615545478919128,0.53468542528253
0.892281058593653,0.612779217714573,0.535152600063708
0.908045059608412,0.60765625345149,0.535184275537695
0.924060060657212,0.598971042470514,0.532414952852136
0.940259061724646,0.595116139525569,0.536747165014767
0.956266562789096,0.591718811802929,0.53712621632975
0.971924563797074,0.588598508107453,0.541318112721274
0.987830064856098,0.573548749396336,0.539278035278856
1.00384706590557,0.572111247620137,0.541681611025668
1.01985006696486,0.575580058580843,0.53987710944522
1.03584806801518,0.572394534381724,0.543785922417133
1.04992906893312,0.566604384863167,0.541396437947484
1.06595156999538,0.56068229121275,0.544937441105502
1.08199107102701,0.550765044269393,0.537381702850669
1.09596357196278,0.548930760967287,0.537024131780821
1.11190457300108,0.545145926593426,0.535729378575577
1.12791757404921,0.543909421172079,0.537854969797715
1.14385857510206,0.539956096736639,0.534699594804275
1.15986407615128,0.539615749829341,0.535722940819864
1.17598907722277,0.538087716962104,0.535449639530933
1.19200907825143,0.536920222638811,0.537170951592469
1.20791707930039,0.535254138047684,0.536810830423181
1.22385258035501,0.534183605628395,0.538906777096135
1.23798258128227,0.532839959167184,0.538393919624065
1.25209558222559,0.532825237699278,0.539193213877273
1.26814158326306,0.530337441837981,0.536754704206343
1.28428158433235,0.530763640289464,0.536823375626012
1.30017908535956,0.529298238931944,0.535581249967322
1.31633608641278,0.528877562183107,0.53662571025086
1.33237308748357,0.527983827299962,0.534706035908736
1.34813458852295,0.530882202064,0.532024604462194
1.36402308956895,0.534418619358049,0.534399861139013
1.38010009060963,0.534758219982783,0.53319199477008
1.39611259165395,0.533228171784025,0.53090079769746
1.40987409256923,0.531900443141957,0.532321175943694
1.42382559347607,0.528043176863996,0.529128247339146
1.44208109467581,0.5279143363831,0.530686879625194
1.45821709574375,0.527072036357816,0.530139645699447
1.47200759664702,0.527415189364721,0.530339469317416
1.48796259769006,0.527189407596609,0.530429210639849
1.50392609875416,0.52668920193568,0.529496847585062
1.5198915998044,0.525007205177191,0.527429821833374
1.53587460084236,0.52508733982415,0.52921031367387
1.55184260188253,0.521199502000764,0.524349418147066
1.56786110292887,0.521369262640892,0.52328497584223
1.58393510400492,0.521975441833108,0.52459053665665
1.59998810505203,0.522149286364507,0.524830803226155
1.61590510608221,0.523347187773133,0.525464773781656
1.62995910702739,0.523165544916788,0.525780590463472
1.64397910794651,0.522890885209206,0.524625244472876
1.65994660899742,0.522624928063763,0.524906665681816
1.67589061002946,0.521286700266153,0.522166011581784
1.69188161108468,0.521044243076221,0.522084124838052
1.70819961215602,0.521944020593654,0.523718376562061
1.7241611132049,0.521420590394665,0.523268214217279
1.74000161424919,0.521969836452693,0.523860894749053
1.75628111531842,0.52205175882236,0.524554689553381
1.7723061163706,0.521614345194861,0.52273056071713
1.78610961727099,0.521538785600997,0.523143267816643
1.80198711830599,0.522580490745825,0.524146070856651
1.81986311948276,0.522335885635651,0.523588915008457
1.83392712041677,0.522224538171032,0.523253361048049
1.84796212133369,0.521922380806163,0.524264823075192
1.86414662239258,0.52302174536723,0.525867600441967
1.8801221234462,0.522619031511023,0.526112100526615
1.89591262448812,0.523209880348067,0.528318497901297
1.91192212553869,0.523478316178609,0.528139096771937
1.92783162658452,0.523702751455609,0.528234934098706
1.94395862762758,0.523805562280635,0.52738654831803
1.9600971287,0.525440800596674,0.529636269292035
1.97678512979473,0.525582284575232,0.529350587282609
1.99934513126209,0.529038489685984,0.533610543563869
2.01286463215365,0.529075871619057,0.533212211407382
2.02048213266244,0.529201062164283,0.532888496684972
2.03627263370436,0.528932613817138,0.534166928360943
2.05220113474934,0.529893888919031,0.535343932970499
2.06813713579322,0.530076651583115,0.534067064477832
2.08400463682483,0.530841096322761,0.534817156835525
2.09995963786787,0.530743735778075,0.535868201286424
2.11587163891818,0.530473727792426,0.536367152173111
2.13214864001202,0.530423238279477,0.536231413384183
2.14839164106525,0.530509728527448,0.536451383499762
2.16439914211514,0.530459948448598,0.535932831633454
2.18025364316418,0.531604051278822,0.536766930975738
2.19405964406906,0.531109403284654,0.539045149934318
2.20826364499226,0.530652425850562,0.538324716083543
2.22441564605106,0.530083755259774,0.539135290710005
2.24026864708867,0.530061241021816,0.538812087989908
2.25626564814593,0.530711673101074,0.537410183530156
2.27278414923057,0.530804518610866,0.537648036075018
2.28902215028938,0.531019167924644,0.537889989347922
2.30464015132748,0.529147552136798,0.53553769938355
2.32041765235772,0.529150928203104,0.535717754473809
2.33626515339711,0.525369482928161,0.530965947805402
2.35005965430173,0.52575284987561,0.530907722757921
2.36604965536389,0.524465295419187,0.52856954493944
2.38417065655813,0.52441662009669,0.527518808220975
2.39814265746099,0.524049383766415,0.526761766799406
2.41448165853217,0.524031062399858,0.528053569900256
2.43534165990422,0.5225457694654,0.526105711118448
2.44908666081028,0.522272390500098,0.526004637643363
2.46081766157295,0.52177200907656,0.524584299888101
2.47678666262073,0.520798411583281,0.525516624826105
2.49231016365229,0.519204482948466,0.524264701354451
2.50886816471757,0.518612971045885,0.52524354798316
2.52513566579728,0.519883827118424,0.525963795103344
2.5406191668153,0.519720599332725,0.526436350363814
2.55644966785621,0.519861040186108,0.526357426176627
2.57224016888358,0.518856447899369,0.529460244597367
2.58609016980336,0.518151277547771,0.536623061081632
2.6023716708587,0.523275959017817,0.568538298420451
2.62079867208377,0.524531916892582,0.604090934794972
2.63648717310571,0.523891397097658,0.606700294292171
2.65004367400252,0.526028908487559,0.606557745334112
2.67111617539194,0.525093295261596,0.606854225905253
2.68968617659993,0.527514224990418,0.609375428955671
2.70327517751139,0.529716832382889,0.611261023330192
2.71248067809211,0.52866190601774,0.612035345270979
2.7285576791619,0.528765514750473,0.612624829928142
2.74433918019349,0.530777325022826,0.615015857207965
2.76002668123692,0.530508072242988,0.61435487721235
2.77421918215987,0.532402599713568,0.616280688847489
2.78848018308054,0.531906833569577,0.617026101799589
2.80458568414906,0.533893247279174,0.619213153410157
2.82045718518202,0.53350738122138,0.619669395971453
2.83631018623419,0.533936466241898,0.620298259654258
2.85211218726181,0.533654000657908,0.620668199623993
2.86802168832219,0.534901408094658,0.622186142557303
2.88405518936634,0.534868394810462,0.622111734275372
2.90006919042207,0.534927013138861,0.623068665762757
2.91623319148493,0.52059244255056,0.630755977586018
2.93220769253094,0.495311140472137,0.615698283723711
2.94815969358024,0.495080755603272,0.616040681141981
2.96407669461041,0.494371882057857,0.616292464600543
2.98020819567319,0.494310224391692,0.616703226320351
2.99434419661702,0.494517642568505,0.616508141032976
3.00803269751486,0.494535914682588,0.616135740388022
3.02395219854952,0.494298914873604,0.617138463482193
3.04009619960561,0.493923079696233,0.618224659707679
3.05622720066458,0.493601025655353,0.61947642835379
3.07392770182923,0.495336786617285,0.618147689857013
3.08985070287599,0.517665073394271,0.625178670969064
3.10476470385038,0.552645232665076,0.594864414232972
3.1207812049106,0.607605934551959,0.61912184534537
3.14400970643328,0.61009633931309,0.454933397840962
3.17650370857154,0.622270536967595,0.444834558414911
3.20840771067014,0.598842642878534,0.365814097691896
3.12420970512903,0.592743108426557,0.614447786158407
3.15191970695741,0.465286794092422,0.507068602721032
3.18414370906248,0.496509443206804,0.536058587131989
3.21668071120803,0.537091508975561,0.496120644052519
3.24455571304134,0.691861270659346,0.522412436141098
3.26019121408171,0.680294694679509,0.536327737733332
3.27589321509004,0.672787610981313,0.538560021135871
3.29207121615764,0.6630376294891,0.545982677290548
3.30818971722329,0.657624784114336,0.542501470521711
3.32426021827268,0.649139746759005,0.549187239907666
3.34048171933682,0.644324776266389,0.544014981806525
3.35640072038223,0.639612099219991,0.548460666613888
3.37019222129311,0.634933695082299,0.545548030716529
3.38404022219765,0.630768652413895,0.550169221433999
3.39998172323976,0.627398884101695,0.546730346501247
3.41602272429736,0.624878339474932,0.551212529073609
3.43203072535107,0.621765230823648,0.548060021846794
3.44799472638988,0.624332342766568,0.552273799779392
3.4639962274523,0.621712254422224,0.549216725540748
3.48132472857833,0.620978913585468,0.552562836053211
3.49733522963652,0.619556510461838,0.549186116565653
3.51211123059329,0.620373560412096,0.547978848655267
3.5280637316464,0.623459700232148,0.550029887113987
3.54511073276808,0.63435862277691,0.529614166122371
3.55960623372812,0.634867930740581,0.526931404945567
3.57262623457063,0.63504153546972,0.525212937147677
3.58838523562008,0.634061549456073,0.525388461707003
3.60430073665339,0.633849573064294,0.523852709341876
3.62022123769566,0.632034026846717,0.523551426081722
3.63626423876849,0.630744387669712,0.524777000067965
3.652139239799,0.629971366009045,0.524793054053736
3.66798924085742,0.627792320165316,0.527214000706732
3.68394024189911,0.627398115072333,0.527481066547976
3.70002024293353,0.626488338617112,0.527614132649531
3.71607024400146,0.627026326030849,0.528449819709468
3.73243924508279,0.626585140715395,0.529869749008343
3.746466245997,0.626733498638782,0.530050774897619
3.75998424689169,0.625030304675138,0.530787105864175
3.77588774793549,0.624797986971375,0.530746884524052
3.79218474899244,0.625659824369947,0.532236552450125
3.80818725003337,0.625775718852511,0.533539029824326
3.82419875109917,0.625503100462919,0.533856771676948
3.84030675215763,0.626213779006837,0.534948293049188
3.85609825319261,0.626294518127509,0.536934005536181
3.87196225424123,0.62598322626425,0.536363466005299
3.88819275528658,0.625007083983687,0.537209579494055
3.90429575635062,0.624878348697775,0.538141835424485
3.91808075727022,0.624831021368328,0.538186072120757
3.93226725819113,0.624708750076557,0.537246258817725
3.94823325924517,0.625081314691372,0.537790721031266
3.96395926027617,0.625484720247796,0.537842905299583
3.98028526135022,0.62558285426668,0.537122626569474
3.99626626240206,0.626277287087396,0.537937586107788
4.0122137634462,0.627415362929229,0.539306133350439
4.02837526450458,0.626923917548114,0.538478714199695
4.04432876555074,0.625954745540983,0.538425063114013
4.06014376659004,0.625650521019209,0.537660645205236
4.07597076764796,0.626244310420881,0.538863480460292
4.09207126867841,0.626419265902261,0.540709154903384
4.10801226973126,0.620792053526821,0.546381593562008
4.12370677075523,0.60259633494617,0.534675059982801
4.13798677170416,0.552934760272216,0.578269394393317
4.15285127267998,0.474660357500699,0.531773194578051
4.18049277449609,0.515238606328526,0.737483936569652
4.2121907765686,0.613457571838192,0.739844913392797
4.15716477295791,0.478341327938612,0.556844873104215
4.21584227682615,0.382041317274897,0.52379879512261
4.22012177709257,0.46158563181291,0.616364294409727
4.2523537792149,0.415044233314894,0.580747655605393
4.26356977995601,0.379762411835379,0.52851807400956
4.28021778103721,0.381107215316925,0.524841587745904
4.30806378286798,0.564649730891515,0.920940534343326
4.31274478317937,0.384054317161072,0.523254674456043
4.32684728410095,0.391473316765272,0.526802437227266
4.34287478515762,0.401146964657503,0.532867606098208
4.35625178602641,0.402925309690833,0.529265771042636
4.37292078713654,0.409076663100482,0.534880788789726
4.38889928816934,0.409794899355504,0.534865435514668
4.40417228918523,0.4147063236244,0.539613282451354
4.42016029023216,0.415871212305393,0.540384849286841
4.43672329130641,0.421152912671124,0.547244695674413
4.45281129237264,0.422895806778793,0.546352225407369
4.4681307933788,0.430050004992892,0.555123999144813
4.48425129443058,0.43137290471012,0.557211902757039
4.49821279535536,0.429373655024997,0.574469617440641
4.51261979629635,0.431202261531104,0.599710280980615
4.52872829737316,0.426683739523376,0.612675759461135
4.54421329838806,0.427370913949423,0.608445035184979
4.56015129941807,0.433597771877167,0.609499807110097
4.57612580047862,0.434583296793949,0.603344598600993
4.59213780153368,0.438296661987851,0.604149927690029
4.60809080257604,0.438829129083963,0.60022199619759
4.62406530362205,0.439617391036371,0.599691818101411
4.64008430465765,0.440886112292481,0.594210283813292
4.65601880571921,0.444156302533342,0.590266897591302
4.67002580664121,0.446961277741342,0.588006842674957
