Time (s),x (pixels),y (pixels)
31,1378,565
31,1378,567
31,1376,565
31,1377,563
31,1378,569
31,1377,569
31,1373,568
31,1373,570
31,1373,569
31,1372,566
31,1375,559
31,1377,558
31,1378,563
31,1378,564
31,1379,561
31,1380,559
31,1372,559
31,1371,559
32,1374,567
32,1375,568
32,1380,566
32,1381,567
32,1387,567
32,1386,565
32,1381,567
32,1383,568
32,1385,565
32,1385,564
32,1385,566
32,1386,567
32,1381,570
32,1383,569
32,1381,567
32,1381,568
32,1386,566
32,1385,565
32,1391,568
32,1391,570
32,1389,570
32,1390,566
32,1393,564
32,1391,566
32,1391,570
32,1391,568
32,1393,564
32,1394,564
32,1394,567
32,1393,568
32,1394,570
32,1394,567
32,1392,567
32,1391,570
32,1391,567
32,1389,570
32,1388,573
32,1386,570
32,1381,569
32,1382,571
32,1384,574
32,1381,573
32,1377,571
32,1379,571
32,1373,570
32,1372,574
32,1369,582
32,1369,580
32,1368,578
32,1368,575
32,1364,573
32,1363,572
32,1359,567
32,1360,572
32,1356,573
32,1355,573
32,1354,570
32,1356,566
32,1355,572
32,1354,579
32,1352,575
32,1354,571
32,1356,575
33,1356,570
33,1353,564
33,1352,567
33,1357,569
33,1356,571
33,1353,567
33,1351,572
33,1354,572
33,1357,567
33,1368,570
33,1364,569
33,1355,567
33,1357,568
33,1359,564
33,1359,563
33,1356,567
33,1356,565
33,1358,565
33,1360,560
33,1365,559
33,1366,564
33,1361,563
33,1360,562
33,1368,567
33,1366,569
33,1360,565
33,1360,566
33,1366,570
33,1364,574
33,1357,569
33,1360,565
33,1358,567
33,1354,571
33,1355,573
33,1355,572
33,1354,566
33,1356,566
33,1353,568
33,1350,570
33,1348,568
33,1349,564
33,1349,565
33,1346,566
33,1342,563
33,1345,564
33,1347,567
33,1348,568
33,1343,569
33,1343,566
33,1351,575
33,1359,569
33,1373,576
33,1373,576
33,1362,574
33,1364,575
33,1372,575
33,1373,573
33,1373,575
33,1373,573
33,1371,572
33,1370,570
33,1375,572
33,1374,574
33,1370,570
34,1373,570
34,1371,571
34,1371,570
34,1368,573
34,1368,573
34,1367,569
34,1365,571
34,1368,575
34,1371,572
34,1365,563
34,1365,565
34,1367,562
34,1365,566
34,1359,568
34,1359,566
34,1354,562
34,1359,557
34,1355,559
34,1354,562
34,1346,560
34,1344,562
34,1341,563
34,1338,565
34,1333,563
34,1333,560
34,1327,562
34,1327,562
34,1316,554
34,1314,556
34,1315,558
34,1314,559
34,1310,562
34,1311,560
34,1323,565
34,1324,563
34,1327,559
34,1325,558
34,1333,561
34,1333,563
34,1338,562
34,1337,563
34,1338,562
34,1340,558
34,1350,558
34,1350,562
34,1353,563
34,1353,562
34,1357,562
34,1358,561
34,1355,562
34,1356,562
34,1360,562
34,1361,562
34,1360,561
34,1361,561
34,1361,558
34,1363,557
34,1357,553
34,1356,557
34,1361,561
34,1360,558
34,1361,561
34,1362,560
34,1360,564
35,1359,567
35,1372,565
35,1373,564
35,1375,570
35,1376,568
35,1379,565
35,1378,566
35,1372,571
35,1373,572
35,1370,579
35,1369,579
35,1368,575
35,1370,571
35,1370,574
35,1370,576
35,1363,573
35,1364,571
35,1361,572
35,1362,570
35,1354,568
35,1356,565
35,1347,573
35,1347,575
35,1349,574
35,1348,573
35,1340,563
35,1342,563
35,1341,572
35,1343,568
35,1353,564
35,1351,568
35,1351,569
35,1352,570
35,1363,568
35,1365,563
35,1365,560
35,1364,562
35,1365,564
35,1362,568
35,1368,567
35,1367,569
35,1370,567
35,1373,557
35,1380,553
35,1379,553
35,1386,557
35,1384,560
35,1386,560
35,1382,563
35,1383,558
35,1385,554
35,1377,550
35,1377,551
35,1378,556
35,1376,560
35,1373,557
35,1372,562
35,1377,563
35,1378,564
35,1381,564
35,1382,563
35,1382,560
35,1380,563
35,1381,567
36,1381,567
36,1380,567
36,1382,565
36,1380,564
36,1380,566
36,1382,564
36,1384,561
36,1386,561
36,1386,562
36,1382,563
36,1384,560
36,1388,569
36,1387,571
36,1388,570
36,1388,576
36,1386,578
36,1386,571
36,1386,572
36,1386,571
36,1383,574
36,1385,573
36,1378,566
36,1377,571
36,1377,571
36,1377,567
36,1385,568
36,1386,572
36,1386,577
36,1387,575
36,1386,577
36,1388,575
36,1389,573
36,1388,570
36,1384,564
36,1384,567
36,1376,570
36,1378,566
36,1379,566
36,1379,566
36,1375,566
36,1374,567
36,1375,570
36,1373,569
36,1380,571
36,1380,571
36,1379,571
36,1379,569
36,1378,565
36,1378,565
36,1379,564
36,1380,565
36,1377,571
36,1376,571
36,1374,567
36,1376,563
36,1370,565
36,1370,567
36,1370,568
36,1370,570
36,1378,567
36,1375,567
36,1375,566
36,1376,569
37,1375,569
37,1375,565
37,1374,563
37,1375,567
37,1360,567
37,1359,569
37,1357,567
37,1357,568
37,1357,564
37,1358,562
37,1356,564
37,1354,567
37,1363,576
37,1364,574
37,1371,576
37,1371,574
37,1381,571
37,1384,570
37,1380,573
37,1379,576
37,1385,579
37,1384,579
37,1384,581
37,1383,583
37,1386,587
37,1386,587
37,1394,590
37,1395,588
37,1401,588
37,1401,589
37,1397,586
37,1397,586
37,1401,582
37,1399,585
37,1396,576
37,1395,577
37,1395,584
37,1397,580
37,1401,578
37,1400,579
37,1394,577
37,1395,580
37,1402,580
37,1402,576
37,1399,575
37,1400,578
37,1396,573
37,1394,573
37,1394,576
37,1395,575
37,1398,575
37,1399,572
37,1397,573
37,1397,573
37,1399,576
37,1400,577
37,1395,579
37,1397,574
37,1398,570
37,1397,573
37,1397,576
37,1396,574
37,1394,574
37,1398,571
38,1397,574
38,1397,573
38,1399,571
38,1399,569
38,1403,567
38,1400,571
38,1401,566
38,1401,565
38,1395,571
38,1397,571
38,1400,572
38,1398,575
38,1395,569
38,1392,573
38,1393,573
38,1394,569
38,1393,572
38,1394,575
38,1394,578
38,1394,578
38,1396,579
38,1395,579
38,1393,580
38,1393,582
38,1392,578
38,1393,576
38,1391,576
38,1390,578
38,1379,572
38,1378,573
38,1381,577
38,1381,580
38,1376,582
38,1376,582
38,1378,580
38,1377,580
38,1379,575
38,1380,573
38,1381,575
38,1383,572
38,1387,571
38,1385,573
38,1386,570
38,1384,571
38,1386,570
38,1386,569
38,1387,570
38,1387,572
38,1388,570
38,1389,567
38,1394,568
38,1394,570
38,1388,569
38,1388,568
38,1386,566
38,1384,568
38,1385,572
38,1384,572
38,1382,572
38,1381,574
38,1382,576
38,1382,577
38,1376,577
38,1378,575
39,1378,576
39,1377,578
39,1372,580
39,1371,582
39,1371,573
39,1372,570
39,1374,571
39,1372,576
39,1369,574
39,1368,576
39,1367,577
39,1366,576
39,1364,576
39,1367,575
39,1371,576
39,1370,579
39,1372,575
39,1370,576
39,1369,577
39,1371,578
39,1372,580
39,1372,578
39,1375,575
39,1375,574
39,1378,579
39,1378,580
39,1379,584
39,1379,583
39,1382,585
39,1383,584
39,1381,584
39,1378,588
39,1382,588
39,1382,589
39,1383,592
39,1383,592
39,1386,593
39,1388,591
39,1390,592
39,1392,589
39,1395,590
39,1394,590
39,1393,590
39,1394,586
39,1394,591
39,1394,590
39,1388,592
39,1388,594
39,1394,591
39,1394,590
39,1395,588
39,1395,590
39,1396,594
39,1392,597
39,1391,593
39,1392,591
39,1393,588
39,1392,588
39,1389,587
39,1390,585
39,1394,586
39,1397,589
39,1403,590
39,1404,588
40,1402,585
40,1400,591
40,1406,592
40,1406,592
40,1403,590
40,1402,590
40,1400,586
40,1402,586
40,1404,585
40,1405,584
40,1403,586
40,1404,584
40,1405,583
40,1406,584
40,1404,585
40,1404,587
40,1406,583
40,1407,580
40,1407,578
40,1406,579
40,1403,584
40,1403,582
40,1402,580
40,1404,578
40,1403,577
40,1405,576
40,1405,576
40,1406,573
40,1401,571
40,1397,574
40,1391,575
40,1392,577
40,1387,580
40,1386,578
40,1384,580
40,1388,575
40,1387,577
40,1385,581
40,1382,579
40,1383,576
40,1384,581
40,1385,577
40,1384,576
40,1382,580
40,1380,581
40,1381,575
40,1382,576
40,1384,574
40,1386,574
40,1386,575
40,1391,578
40,1393,574
40,1393,578
40,1390,581
40,1393,581
40,1394,580
40,1400,580
40,1398,586
40,1395,578
40,1396,573
40,1397,563
40,1400,559
40,1400,556
40,1397,562
41,1396,568
41,1397,566
41,1402,569
41,1402,571
41,1400,569
41,1402,566
41,1407,564
41,1406,569
41,1411,565
41,1411,564
41,1407,561
41,1408,559
41,1408,560
41,1406,561
41,1403,556
41,1404,554
41,1406,558
41,1405,564
41,1405,574
41,1403,574
41,1408,579
41,1410,578
41,1414,579
41,1415,576
41,1414,575
41,1412,578
41,1409,578
41,1410,577
41,1408,573
41,1408,576
41,1408,579
41,1404,581
41,1403,579
41,1404,579
41,1404,576
41,1401,578
41,1401,577
41,1401,576
41,1408,579
41,1405,581
41,1404,579
41,1406,578
41,1407,577
41,1406,578
41,1407,575
41,1407,574
41,1417,571
41,1424,565
41,1422,566
41,1422,566
41,1419,564
41,1417,568
41,1419,567
41,1420,564
41,1421,563
41,1423,563
41,1422,565
41,1412,572
41,1395,565
41,1395,560
41,1394,568
41,1392,574
41,1391,573
41,1391,575
42,1394,580
42,1394,575
42,1394,574
42,1394,578
42,1393,576
42,1393,575
42,1395,572
42,1395,574
42,1396,583
42,1395,585
42,1391,580
42,1390,580
42,1384,581
42,1390,579
42,1387,581
42,1397,577
42,1415,581
42,1415,580
42,1415,582
42,1415,581
42,1412,574
42,1413,576
42,1410,572
42,1410,570
42,1411,572
42,1411,573
42,1416,579
42,1414,578
42,1409,577
42,1402,577
42,1397,573
42,1401,573
42,1395,579
42,1391,579
42,1388,580
42,1389,581
42,1385,584
42,1383,584
42,1373,584
42,1371,585
42,1369,593
42,1371,594
42,1377,603
42,1379,602
42,1375,605
42,1375,607
42,1379,608
42,1381,607
42,1373,602
42,1373,600
42,1377,603
42,1375,604
42,1375,605
42,1378,606
42,1377,603
42,1376,602
42,1380,599
42,1379,601
42,1386,598
42,1388,597
42,1388,597
42,1390,595
42,1396,601
43,1396,599
43,1399,591
43,1400,590
43,1405,581
43,1405,583
43,1407,581
43,1409,576
43,1411,573
43,1412,571
43,1416,567
43,1417,567
43,1417,568
43,1418,569
43,1414,564
43,1415,563
43,1421,565
43,1421,564
43,1419,562
43,1418,562
43,1417,560
43,1419,558
43,1418,561
43,1418,561
43,1422,559
43,1422,558
43,1422,564
43,1419,566
43,1424,575
43,1426,575
43,1422,573
43,1423,568
43,1424,567
43,1425,564
43,1430,574
43,1428,581
43,1426,579
43,1427,576
43,1428,575
43,1426,579
43,1429,580
43,1430,579
43,1429,580
43,1429,579
43,1427,579
43,1426,580
43,1433,586
43,1435,583
43,1435,582
43,1434,584
43,1432,583
43,1431,584
43,1431,584
43,1433,581
43,1428,578
43,1429,577
43,1428,578
43,1428,577
43,1431,580
43,1422,584
43,1411,578
43,1411,577
43,1414,586
43,1413,586
43,1415,585
44,1414,588
44,1409,581
44,1407,581
44,1404,585
44,1403,586
44,1400,577
44,1401,576
44,1401,574
44,1401,574
44,1400,578
44,1400,583
44,1397,585
44,1396,587
44,1395,586
44,1394,585
44,1389,583
44,1387,583
44,1390,582
44,1389,584
44,1387,581
44,1387,581
44,1382,574
44,1383,575
44,1388,575
44,1389,574
44,1381,577
44,1383,574
44,1380,572
44,1381,573
44,1387,572
44,1387,573
44,1385,570
44,1385,571
44,1384,573
44,1385,573
44,1389,573
44,1390,573
44,1387,570
44,1386,572
44,1386,572
44,1388,568
44,1383,569
44,1384,568
44,1383,570
44,1383,570
44,1385,569
44,1385,570
44,1390,569
44,1390,573
44,1391,575
44,1391,576
44,1392,580
44,1392,575
44,1392,574
44,1393,576
44,1391,574
44,1390,572
44,1387,572
44,1390,568
44,1391,567
44,1390,567
44,1391,571
44,1391,570
44,1392,573
45,1392,575
45,1394,571
45,1394,571
45,1391,572
45,1392,573
45,1384,576
45,1386,572
45,1387,572
45,1386,575
45,1383,576
45,1383,576
45,1385,572
45,1382,573
45,1387,579
45,1390,577
45,1390,573
45,1390,572
45,1392,570
45,1390,572
45,1391,560
45,1389,561
45,1381,566
45,1385,561
45,1388,558
45,1387,559
45,1390,561
45,1388,566
45,1390,565
45,1391,563
45,1390,558
45,1389,558
45,1388,560
45,1389,556
45,1389,555
45,1387,558
45,1385,563
45,1389,560
45,1392,560
45,1390,561
45,1392,560
45,1392,563
45,1394,569
45,1395,565
45,1399,565
45,1398,567
45,1397,563
45,1396,562
45,1398,563
45,1397,560
45,1393,565
45,1392,568
45,1393,568
45,1395,561
45,1397,566
45,1394,571
45,1398,567
45,1398,568
45,1394,565
45,1396,565
45,1401,566
45,1400,567
45,1398,570
45,1396,571
45,1390,573
46,1388,574
46,1387,572
46,1387,571
46,1392,572
46,1394,572
46,1389,569
46,1389,571
46,1391,573
46,1389,575
46,1385,572
46,1388,570
46,1388,566
46,1387,565
46,1381,568
46,1381,569
46,1403,575
46,1405,577
46,1397,581
46,1399,580
46,1397,576
46,1397,575
46,1401,572
46,1402,572
46,1399,573
46,1399,573
46,1400,574
46,1401,572
46,1399,571
46,1402,567
46,1403,571
46,1405,570
46,1402,567
46,1400,570
46,1400,570
46,1402,569
46,1395,563
46,1398,557
46,1392,560
46,1392,558
46,1403,555
46,1403,558
46,1399,561
46,1399,561
46,1401,564
46,1399,566
46,1403,565
46,1403,566
46,1393,563
46,1392,560
46,1393,560
46,1395,564
46,1396,565
46,1396,562
46,1395,561
46,1393,569
46,1402,573
46,1403,571
46,1402,569
46,1403,564
46,1396,564
46,1395,565
46,1391,561
46,1391,567
46,1393,565
47,1393,562
47,1387,566
47,1386,572
47,1393,569
47,1392,568
47,1399,570
47,1400,570
47,1397,575
47,1399,577
47,1402,575
47,1400,574
47,1405,576
47,1406,576
47,1402,577
47,1400,579
47,1398,584
47,1399,584
47,1401,583
47,1398,584
47,1402,588
47,1402,592
47,1407,587
47,1407,587
47,1411,589
47,1410,588
47,1412,589
47,1413,589
47,1413,589
47,1413,588
47,1412,580
47,1412,581
47,1413,577
47,1412,580
47,1408,585
47,1410,580
47,1413,580
47,1410,584
47,1407,583
47,1410,581
47,1410,584
47,1404,583
47,1386,574
47,1388,572
47,1384,572
47,1383,573
47,1374,567
47,1375,565
47,1378,567
47,1380,562
47,1372,560
47,1370,565
47,1372,569
47,1373,568
47,1388,566
47,1390,561
47,1387,561
47,1391,563
47,1389,562
47,1388,563
47,1389,558
47,1388,555
47,1389,553
47,1390,557
47,1388,557
48,1388,552
48,1390,553
48,1393,556
48,1392,558
48,1392,553
48,1391,552
48,1390,557
48,1393,563
48,1392,564
48,1399,564
48,1400,564
48,1394,563
48,1394,561
48,1400,565
48,1401,567
48,1401,571
48,1403,571
48,1407,574
48,1408,573
48,1411,580
48,1409,582
48,1412,583
48,1415,578
48,1422,577
48,1420,582
48,1417,580
48,1419,573
48,1422,580
48,1422,582
48,1426,582
48,1428,581
48,1427,578
48,1430,572
48,1432,572
48,1431,574
48,1435,574
48,1435,576
48,1434,570
48,1436,565
48,1430,558
48,1429,561
48,1425,558
48,1425,555
48,1424,556
48,1423,557
48,1424,557
48,1426,555
48,1423,553
48,1423,554
48,1422,556
48,1418,553
48,1410,551
48,1411,557
48,1402,554
48,1398,551
48,1391,548
48,1390,549
48,1397,549
48,1396,548
48,1398,544
48,1395,550
48,1398,554
48,1399,556
49,1397,556
49,1398,551
49,1399,551
49,1395,553
49,1393,552
49,1393,552
49,1398,554
49,1398,555
49,1398,552
49,1401,546
49,1403,549
49,1402,550
49,1397,543
49,1396,547
49,1390,540
49,1390,536
49,1385,533
49,1384,535
49,1384,541
49,1385,544
49,1383,540
49,1382,541
49,1382,538
49,1382,536
49,1378,533
49,1378,535
49,1373,535
49,1373,535
49,1381,540
49,1384,535
49,1387,534
49,1386,534
49,1390,542
49,1387,544
49,1387,548
49,1384,554
49,1389,557
49,1393,553
49,1392,552
49,1395,550
49,1395,552
49,1396,554
49,1397,559
49,1395,560
49,1400,565
49,1399,565
49,1403,574
49,1406,570
49,1408,567
49,1407,570
49,1408,570
49,1406,576
49,1408,578
49,1407,578
49,1404,578
49,1407,574
49,1409,570
49,1408,569
49,1413,567
49,1414,569
49,1411,565
49,1412,562
49,1415,563
49,1411,568
50,1414,566
50,1414,566
50,1415,571
50,1414,571
50,1415,574
50,1415,573
50,1411,570
50,1987,-318
50,1412,572
50,1416,571
50,1414,570
50,1412,571
50,1416,582
50,1417,580
50,1410,576
50,1409,581
50,1412,581
50,1411,578
50,1415,581
50,1415,582
50,1416,582
50,1414,582
50,1416,582
50,1417,580
50,1416,578
50,1414,583
50,1413,585
50,1415,586
50,1413,590
50,1414,587
50,1417,588
50,1416,589
50,1408,587
50,1405,583
50,1408,581
50,1410,585
50,1410,586
50,1408,585
50,1411,586
50,1411,588
50,1410,589
50,1409,590
50,1407,593
50,1410,591
50,1411,588
50,1409,591
50,1412,593
50,1413,590
50,1409,584
50,1412,585
50,1414,586
50,1415,585
50,1418,586
50,1421,583
50,1423,582
50,1423,581
50,1412,575
50,1413,572
50,1414,570
50,1415,569
50,1406,556
50,1407,559
50,1398,559
50,1400,553
51,1402,552
51,1403,551
51,1404,546
51,1402,550
51,1396,547
51,1397,548
51,1399,547
51,1401,541
51,1402,536
51,1402,540
51,1399,541
51,1400,537
51,1398,536
51,1397,536
51,1404,540
51,1402,538
51,1397,537
51,1404,534
51,1420,535
51,1419,535
51,1423,537
51,1422,537
51,1417,536
51,1417,535
51,1411,534
51,1410,537
51,1407,533
51,1410,530
51,1405,527
51,1404,529
51,1393,530
51,1391,529
51,1394,530
51,1390,531
51,1389,530
51,1391,534
51,1391,535
51,1392,529
51,1389,531
51,1391,531
51,1394,527
51,1394,527
51,1393,526
51,1394,526
51,1396,526
51,1397,524
51,1400,524
51,1399,525
51,1395,528
51,1393,533
51,1401,540
51,1398,542
51,1411,545
51,1410,547
51,1410,548
51,1411,548
51,1414,546
51,1416,542
51,1415,541
51,1412,550
51,1411,544
51,1412,538
51,1405,540
51,1405,538
52,1407,538
52,1406,541
52,1399,543
52,1398,542
52,1397,538
52,1398,538
52,1400,538
52,1401,537
52,1396,533
52,1398,531
52,1390,536
52,1388,540
52,1391,539
52,1391,538
52,1387,533
52,1385,539
52,1384,541
52,1383,537
52,1382,536
52,1380,537
52,1378,538
52,1375,542
52,1369,537
52,1373,536
52,1384,544
52,1383,547
52,1390,553
52,1390,552
52,1397,552
52,1393,556
52,1397,562
52,1398,561
52,1398,559
52,1395,561
52,1397,570
52,1396,573
52,1397,575
52,1398,574
52,1402,578
52,1403,577
52,1403,580
52,1400,583
52,1405,586
52,1408,588
52,1403,587
52,1404,585
52,1402,585
52,1403,582
52,1412,588
52,1410,598
52,1404,610
52,1401,616
52,1400,617
52,1401,618
52,1400,616
52,1400,616
52,1393,617
52,1390,624
52,1380,623
52,1375,630
52,1367,622
52,1363,630
52,1355,638
53,1355,647
53,1351,646
53,1353,650
53,1356,662
53,1355,672
53,1360,683
53,1360,689
53,1361,694
53,1364,697
53,1362,701
53,1362,711
53,1371,723
53,1339,733
53,1531,731
53,1391,223
53,1881,1189
53,1828,1038
53,1335,319
53,1381,304
53,1244,360
53,1428,291
53,1353,354
53,1414,268
53,1567,756
53,1302,410
53,1749,554
53,1406,208
53,1700,280
53,1326,406
53,1170,1061
53,1304,417
53,1089,1135
53,1274,367
53,1478,447
53,1298,360
53,1626,218
53,1488,258
53,1588,719
53,1315,390
53,1496,761
53,1444,279
53,1825,-1179
53,1443,180
53,1874,-265
53,1276,284
53,1733,-1037
53,1501,554
53,1792,-1102
53,1686,245
53,1784,-1102
53,1351,360
53,2000,-359
53,1366,292
53,1940,-1212
53,1344,303
53,1852,-231
54,1436,369
53,1900,-296
54,1362,334
53,1891,-303
53,1960,-1229
53,1964,-1229
53,1980,-1175
53,1985,-1174
53,1985,-1186
53,1949,-715
53,1995,-681
54,2035,-655
54,1504,-964
54,1535,-1003
54,1564,-1047
54,1363,435
54,1568,-1062
54,1614,-1111
54,1624,-1136
54,1434,319
54,1517,326
54,1336,296
54,1422,299
54,1458,418
54,1227,443
54,1379,324
54,1206,457
54,1522,680
54,1443,342
54,2260,-629
54,1522,741
54,2288,-662
54,1473,402
54,2176,-710
54,1403,521
54,2234,-700
54,1475,407
54,2250,-694
54,1599,648
54,2252,-660
54,1633,553
54,2231,-678
54,1536,725
54,2218,-689
54,1442,398
54,2207,-691
54,1399,417
54,2202,-704
54,1611,826
54,2179,-729
54,1450,468
54,2171,-743
54,2180,-741
54,2173,-749
54,2174,-742
54,2177,-754
54,2192,-748
54,2189,-753
54,2191,-748
54,2182,-755
54,1592,-1217
54,1584,-1210
54,1581,-1205
54,1658,567
54,1690,533
54,1660,512
54,1628,613
54,1542,752
54,2165,-749
54,2174,-750
54,2175,-739
54,2166,-742
55,1581,-1138
55,1579,-1135
55,1650,-882
55,1721,-294
55,1704,141
55,1681,583
55,1653,818
55,1605,966
55,1601,964
55,1605,967
55,1599,953
55,1602,960
55,1591,953
55,1605,962
55,1586,942
55,1589,940
55,1572,910
55,1580,920
55,1561,894
55,1557,886
55,1535,860
55,1547,845
55,1519,845
55,1550,849
55,1549,835
55,1551,802
55,1550,786
55,1542,771
55,1541,762
55,1523,744
55,1526,728
55,1516,707
55,1514,706
55,1502,689
55,1500,689
55,1489,682
55,1482,692
55,1449,680
55,1276,750
55,679,592
55,571,653
55,306,605
55,304,622
55,284,648
55,281,661
55,269,692
55,264,705
55,277,731
55,274,740
55,285,765
55,277,790
55,294,813
55,286,843
55,314,866
55,303,895
55,334,911
55,327,946
55,346,949
55,353,943
55,375,953
55,374,947
55,369,936
55,374,934
55,426,949
56,395,997
56,1370,694
56,10,957
56,-32,1109
56,-30,1117
56,-19,1112
56,-16,1107
56,4,1098
56,8,1102
56,37,1100
56,43,1098
56,78,1100
56,84,1091
56,101,1087
56,105,1076
56,120,1076
56,128,1056
56,145,1045
56,145,1033
56,138,1020
56,136,919
56,103,911
56,112,864
56,129,867
56,131,863
56,156,866
56,154,879
56,177,883
56,187,900
56,243,923
56,247,925
56,284,941
56,283,949
56,308,970
56,313,976
56,333,983
56,336,983
56,365,989
56,367,995
56,383,1001
56,381,1020
56,386,1029
56,382,1040
56,400,1051
56,481,970
56,826,975
56,834,973
56,832,979
56,833,970
56,838,968
56,844,964
56,848,964
56,854,946
56,860,936
56,861,928
56,853,920
56,852,916
56,838,910
56,912,887
56,1272,962
56,1390,913
56,1476,915
56,1485,907
56,1479,882
57,1479,885
57,1472,884
57,1474,870
57,1470,857
57,1472,837
57,1464,822
57,1462,814
57,1456,807
57,1459,795
57,1443,772
57,1442,765
57,1437,747
57,1441,741
57,1439,724
57,1440,712
57,1438,686
57,1439,677
57,1447,675
57,1450,666
57,1453,663
57,1452,661
57,1445,660
57,1443,662
57,1431,663
57,1426,663
57,1424,664
57,1423,667
57,1417,662
57,1292,717
57,805,588
57,710,632
57,551,583
57,545,590
57,523,593
57,517,602
57,523,606
57,517,612
57,522,627
57,508,651
57,505,661
57,490,699
57,485,704
57,480,726
57,515,744
57,514,761
57,543,781
57,564,807
57,880,922
57,1000,896
57,1152,951
57,1162,947
57,1158,938
57,1169,922
57,1167,914
57,1179,897
57,1166,893
57,1180,882
57,1168,869
57,1181,857
57,1187,865
57,1205,850
57,1235,848
57,1250,830
57,1258,823
58,1271,812
58,1297,815
58,1222,834
58,878,721
58,783,741
58,604,688
58,598,691
58,435,674
58,374,737
58,234,721
58,237,717
58,289,733
58,288,744
58,353,781
58,360,775
58,399,785
58,398,789
58,400,810
58,400,823
58,431,851
58,429,878
58,425,884
58,427,870
58,441,881
58,440,880
58,443,884
58,442,877
58,434,880
58,438,864
58,432,862
58,438,850
58,452,855
58,458,842
