,Outer loop #,miniBatchSize,feature alias,Testing Accuracy,Training Accuracy
0,0.0,256.0,0.0,0.3989070951938629,0.41623109579086304
1,1.0,256.0,0.0,0.47433459758758545,0.44283559918403625
2,2.0,256.0,0.0,0.39827772974967957,0.415357768535614
