5789,2000,6245.601,5789,2000,6245.6,5789,2000,6245.601,5789,2000,6245.6,5789,2000,6245.6,5789,2000,6245.6,5789,2000,6245.6,5789,2000,6245.601,5789,2000,6245.601,5789,2000,6245.6,5789,2000,6245.601,5789,2000,6245.6,5789,2000,6245.601,5789,2000,6245.6,5789,2000,6245.601,5789,2000,6245.601,5789,2000,6245.6,5789,2000,6245.6,5789,2000,6245.6,5789,2000,6245.6
5789.816,2000,6246.313,5790.083,2000,6245.616,5789.05,2000,6246.683,5789.339,2000,6246.629,5789.811,2000,6246.318,5789.044,2000,6246.682,5789.963,2000,6246.095,5789.847,2000,6246.276,5790.073,2000,6245.748,5789.138,2000,6246.675,5789.759,2000,6246.373,5790.029,2000,6245.94,5789.993,2000,6246.034,5789.792,2000,6246.34,5789.087,2000,6246.68,5790.015,2000,6245.979,5790.009,2000,6245.994,5789.848,2000,6246.275,5789.541,2000,6246.539,5790.065,2000,6245.796
5790.609,2000,6247.051,5791.166,2000,6245.597,5789.064,2000,6247.766,5789.644,2000,6247.668,5790.598,2000,6247.063,5789.053,2000,6247.766,5790.942,2000,6246.559,5790.715,2000,6246.924,5791.151,2000,6245.859,5789.24,2000,6247.753,5790.493,2000,6247.17,5791.068,2000,6246.246,5791,2000,6246.434,5790.558,2000,6247.105,5789.14,2000,6247.762,5791.042,2000,6246.323,5791.031,2000,6246.355,5790.717,2000,6246.922,5790.05,2000,6247.495,5791.137,2000,6245.957
5791.377,2000,6247.814,5792.248,2000,6245.542,5789.043,2000,6248.849,5789.915,2000,6248.717,5791.36,2000,6247.832,5789.027,2000,6248.849,5791.936,2000,6246.99,5791.604,2000,6247.543,5792.231,2000,6245.936,5789.308,2000,6248.834,5791.2,2000,6247.991,5792.117,2000,6246.518,5792.019,2000,6246.801,5791.299,2000,6247.895,5789.156,2000,6248.845,5792.08,2000,6246.634,5792.063,2000,6246.682,5791.606,2000,6247.54,5790.528,2000,6248.467,5792.213,2000,6246.082
5792.12,2000,6248.603,5793.328,2000,6245.453,5788.986,2000,6249.931,5790.151,2000,6249.774,5792.097,2000,6248.626,5788.965,2000,6249.93,5792.943,2000,6247.388,5792.513,2000,6248.133,5793.314,2000,6245.977,5789.339,2000,6249.917,5791.88,2000,6248.834,5793.174,2000,6246.755,5793.05,2000,6247.135,5792.015,2000,6248.709,5789.138,2000,6249.928,5793.127,2000,6246.911,5793.106,2000,6246.975,5792.516,2000,6248.128,5790.974,2000,6249.455,5793.292,2000,6246.172
5792.836,2000,6249.416,5794.404,2000,6245.327,5788.895,2000,6251.01,5790.353,2000,6250.839,5792.808,2000,6249.444,5788.868,2000,6251.009,5793.963,2000,6247.753,5793.44,2000,6248.693,5794.397,2000,6245.982,5789.336,2000,6251.001,5792.532,2000,6249.699,5794.238,2000,6246.958,5794.091,2000,6247.435,5792.703,2000,6249.546,5789.083,2000,6251.01,5794.183,2000,6247.153,5794.158,2000,6247.234,5793.444,2000,6248.687,5791.387,2000,6250.456,5794.375,2000,6246.228
5793.526,2000,6250.251,5795.475,2000,6245.167,5788.768,2000,6252.086,5790.52,2000,6251.909,5793.491,2000,6250.285,5788.735,2000,6252.084,5794.995,2000,6248.085,5794.386,2000,6249.222,5795.48,2000,6245.952,5789.297,2000,6252.083,5793.156,2000,6250.585,5795.309,2000,6247.125,5795.141,2000,6247.7,5793.363,2000,6250.405,5788.994,2000,6252.09,5795.247,2000,6247.36,5795.218,2000,6247.458,5794.391,2000,6249.215,5791.767,2000,6251.471,5795.458,2000,6246.247
5794.188,2000,6251.108,5796.541,2000,6244.971,5788.605,2000,6253.157,5790.651,2000,6252.984,5794.146,2000,6251.147,5788.568,2000,6253.155,5796.036,2000,6248.383,5795.348,2000,6249.72,5796.562,2000,6245.887,5789.223,2000,6253.164,5793.75,2000,6251.491,5796.384,2000,6247.257,5796.2,2000,6247.931,5793.995,2000,6251.285,5788.87,2000,6253.166,5796.316,2000,6247.533,5796.285,2000,6247.648,5795.354,2000,6249.711,5792.114,2000,6252.497,5796.541,2000,6246.231
5794.821,2000,6251.987,5797.599,2000,6244.741,5788.408,2000,6254.223,5790.748,2000,6254.063,5794.773,2000,6252.031,5788.365,2000,6254.219,5797.087,2000,6248.646,5796.315,2000,6250.208,5797.641,2000,6245.786,5789.113,2000,6254.242,5794.314,2000,6252.416,5797.463,2000,6247.354,5797.265,2000,6248.127,5794.598,2000,6252.185,5788.71,2000,6254.237,5797.391,2000,6247.671,5797.357,2000,6247.803,5796.332,2000,6250.176,5792.427,2000,6253.534,5797.623,2000,6246.18
5795.426,2000,6252.886,5798.649,2000,6244.477,5788.176,2000,6255.281,5790.809,2000,6255.145,5795.371,2000,6252.935,5788.128,2000,6255.276,5798.146,2000,6248.875,5797.283,2000,6250.695,5798.715,2000,6245.65,5788.968,2000,6255.315,5794.848,2000,6253.359,5798.544,2000,6247.417,5798.336,2000,6248.288,5795.171,2000,6253.104,5788.515,2000,6255.303,5798.469,2000,6247.773,5798.434,2000,6247.922,5797.325,2000,6250.609,5792.706,2000,6254.581,5798.703,2000,6246.093
