5826.184,2030.514,6283.78,5809.521,2020.159,6257.928,5836.981,2014.691,6232.464,5787.677,2003.238,6249.423,5796.636,1992.611,6273.605,5808.333,1974.628,6217.932,5772.697,2001.1,6227.776,5762.961,2045.962,6240.134,5760.132,2048.772,6209.336,5810.778,1961.598,6263.408
5826.197,2030.514,6284.197,5809.128,2020.159,6258.067,5837.068,2014.691,6232.056,5787.557,2003.238,6249.822,5797.047,1992.611,6273.54,5808.432,1974.628,6217.527,5772.387,2001.1,6227.498,5762.964,2045.962,6239.717,5760.281,2048.772,6209.725,5810.551,1961.598,6263.06
5826.219,2030.514,6284.613,5808.739,2020.159,6258.216,5837.167,2014.691,6231.651,5787.425,2003.238,6250.217,5797.46,1992.611,6273.485,5808.532,1974.628,6217.123,5772.074,2001.1,6227.223,5762.958,2045.962,6239.301,5760.425,2048.772,6210.116,5810.323,1961.598,6262.711
5826.25,2030.514,6285.028,5808.353,2020.159,6258.373,5837.28,2014.691,6231.25,5787.281,2003.238,6250.608,5797.875,1992.611,6273.443,5808.633,1974.628,6216.719,5771.759,2001.1,6226.951,5762.943,2045.962,6238.884,5760.564,2048.772,6210.508,5810.096,1961.598,6262.362
5826.271,2030.514,6285.236,5808.162,2020.159,6258.456,5837.342,2014.691,6231.051,5787.204,2003.238,6250.801,5798.083,1992.611,6273.428,5808.685,1974.628,6216.517,5771.601,2001.1,6226.815,5762.931,2045.962,6238.676,5760.63,2048.772,6210.706,5809.982,1961.598,6262.188
5826.295,2030.514,6285.443,5807.973,2020.159,6258.543,5837.411,2014.691,6230.854,5787.121,2003.238,6250.992,5798.291,1992.611,6273.419,5808.737,1974.628,6216.315,5771.441,2001.1,6226.681,5762.914,2045.962,6238.469,5760.694,2048.772,6210.904,5809.868,1961.598,6262.014
5826.324,2030.514,6285.649,5807.786,2020.159,6258.635,5837.486,2014.691,6230.66,5787.033,2003.238,6251.181,5798.499,1992.611,6273.416,5808.79,1974.628,6216.114,5771.281,2001.1,6226.548,5762.893,2045.962,6238.262,5760.755,2048.772,6211.103,5809.755,1961.598,6261.839
5826.356,2030.514,6285.854,5807.602,2020.159,6258.731,5837.567,2014.691,6230.468,5786.939,2003.238,6251.367,5798.708,1992.611,6273.419,5808.843,1974.628,6215.913,5771.121,2001.1,6226.416,5762.867,2045.962,6238.055,5760.813,2048.772,6211.303,5809.642,1961.598,6261.665
5826.393,2030.514,6286.06,5807.419,2020.159,6258.832,5837.655,2014.691,6230.279,5786.84,2003.238,6251.55,5798.916,1992.611,6273.428,5808.896,1974.628,6215.711,5770.959,2001.1,6226.284,5762.837,2045.962,6237.849,5760.869,2048.772,6211.504,5809.528,1961.598,6261.49
5826.434,2030.514,6286.264,5807.24,2020.159,6258.937,5837.748,2014.691,6230.093,5786.736,2003.238,6251.73,5799.124,1992.611,6273.442,5808.951,1974.628,6215.51,5770.798,2001.1,6226.152,5762.802,2045.962,6237.644,5760.92,2048.772,6211.706,5809.415,1961.598,6261.315
