5789,2000,6245.601,5789,2000,6245.6,5789,2000,6245.6,5789,2000,6245.6,5789,2000,6245.6,5789,2000,6245.6,5789,2000,6245.6,5789,2000,6245.6,5789,2000,6245.6,5789,2000,6245.6,5789,2000,6245.6,5789,2000,6245.6,5789,2000,6245.6,5789,2000,6245.601,5789,2000,6245.6,5789,2000,6245.6,5789,2000,6245.601,5789,2000,6245.601,5789,2000,6245.601,5789,2000,6245.6
5789.335,2000,6245.849,5789.417,2000,6245.592,5789.137,2000,6245.994,5789.068,2000,6246.011,5789.179,2000,6245.977,5789.292,2000,6245.896,5789.212,2000,6245.959,5789.368,2000,6245.795,5789.37,2000,6245.791,5789.196,2000,6245.968,5789.415,2000,6245.64,5789.021,2000,6246.016,5789.183,2000,6245.974,5789.297,2000,6245.893,5789.406,2000,6245.695,5789.016,2000,6246.016,5789.348,2000,6245.83,5789.377,2000,6245.778,5789.416,2000,6245.633,5789.271,2000,6245.917
5789.678,2000,6246.085,5789.833,2000,6245.571,5789.262,2000,6246.391,5789.122,2000,6246.424,5789.345,2000,6246.358,5789.575,2000,6246.203,5789.412,2000,6246.325,5789.743,2000,6245.978,5789.747,2000,6245.97,5789.38,2000,6246.342,5789.831,2000,6245.666,5789.028,2000,6246.433,5789.354,2000,6246.354,5789.603,2000,6246.176,5789.814,2000,6245.776,5789.019,2000,6246.433,5789.704,2000,6246.047,5789.76,2000,6245.943,5789.832,2000,6245.651,5789.532,2000,6246.242
5790.028,2000,6246.311,5790.248,2000,6245.536,5789.373,2000,6246.792,5789.163,2000,6246.839,5789.499,2000,6246.746,5789.848,2000,6246.518,5789.6,2000,6246.697,5790.123,2000,6246.148,5790.128,2000,6246.136,5789.552,2000,6246.722,5790.248,2000,6245.678,5789.022,2000,6246.849,5789.512,2000,6246.739,5789.918,2000,6246.448,5790.226,2000,6245.844,5789.007,2000,6246.849,5790.066,2000,6246.253,5790.147,2000,6246.095,5790.248,2000,6245.656,5789.782,2000,6246.575
5790.207,2000,6246.418,5790.455,2000,6245.511,5789.422,2000,6246.995,5789.177,2000,6247.047,5789.569,2000,6246.941,5789.979,2000,6246.68,5789.688,2000,6246.886,5790.316,2000,6246.227,5790.322,2000,6246.213,5789.631,2000,6246.914,5790.456,2000,6245.677,5789.012,2000,6247.057,5789.585,2000,6246.935,5790.081,2000,6246.579,5790.432,2000,6245.871,5788.995,2000,6247.057,5790.25,2000,6246.351,5790.344,2000,6246.165,5790.457,2000,6245.652,5789.901,2000,6246.746
5790.389,2000,6246.519,5790.661,2000,6245.48,5789.465,2000,6247.199,5789.184,2000,6247.255,5789.633,2000,6247.14,5790.104,2000,6246.846,5789.769,2000,6247.078,5790.511,2000,6246.3,5790.518,2000,6246.283,5789.705,2000,6247.109,5790.664,2000,6245.669,5788.996,2000,6247.265,5789.651,2000,6247.132,5790.247,2000,6246.705,5790.64,2000,6245.892,5788.976,2000,6247.265,5790.438,2000,6246.441,5790.542,2000,6246.229,5790.665,2000,6245.641,5790.015,2000,6246.92
5790.575,2000,6246.614,5790.866,2000,6245.442,5789.5,2000,6247.404,5789.184,2000,6247.463,5789.691,2000,6247.34,5790.224,2000,6247.016,5789.844,2000,6247.272,5790.709,2000,6246.366,5790.716,2000,6246.347,5789.771,2000,6247.306,5790.872,2000,6245.655,5788.972,2000,6247.472,5789.711,2000,6247.332,5790.417,2000,6246.825,5790.848,2000,6245.905,5788.95,2000,6247.471,5790.628,2000,6246.526,5790.743,2000,6246.285,5790.872,2000,6245.623,5790.123,2000,6247.099
5790.763,2000,6246.703,5791.069,2000,6245.397,5789.529,2000,6247.611,5789.177,2000,6247.671,5789.742,2000,6247.542,5790.339,2000,6247.189,5789.913,2000,6247.469,5790.909,2000,6246.426,5790.917,2000,6246.405,5789.832,2000,6247.505,5791.079,2000,6245.634,5788.942,2000,6247.678,5789.765,2000,6247.533,5790.591,2000,6246.939,5791.056,2000,6245.912,5788.917,2000,6247.677,5790.821,2000,6246.605,5790.945,2000,6246.335,5791.079,2000,6245.598,5790.225,2000,6247.28
5790.955,2000,6246.786,5791.271,2000,6245.346,5789.552,2000,6247.818,5789.163,2000,6247.879,5789.786,2000,6247.746,5790.448,2000,6247.367,5789.976,2000,6247.667,5791.11,2000,6246.479,5791.119,2000,6246.456,5789.885,2000,6247.707,5791.286,2000,6245.606,5788.905,2000,6247.883,5789.812,2000,6247.736,5790.769,2000,6247.048,5791.264,2000,6245.912,5788.878,2000,6247.881,5791.017,2000,6246.677,5791.149,2000,6246.379,5791.285,2000,6245.566,5790.321,2000,6247.465
5791.148,2000,6246.862,5791.472,2000,6245.289,5789.567,2000,6248.025,5789.143,2000,6248.087,5789.824,2000,6247.951,5790.554,2000,6247.546,5790.031,2000,6247.868,5791.313,2000,6246.525,5791.322,2000,6246.5,5789.933,2000,6247.91,5791.491,2000,6245.572,5788.861,2000,6248.086,5789.852,2000,6247.94,5790.95,2000,6247.152,5791.472,2000,6245.905,5788.832,2000,6248.084,5791.214,2000,6246.743,5791.354,2000,6246.416,5791.49,2000,6245.528,5790.411,2000,6247.653
