9380.87,2000,10648.67,9366.364,2000,10665.41,9390.212,2000,10602.66,9378.398,2000,10693.69,9409.681,2000,10692.75
9381.941,2000,10648.83,9365.974,2000,10664.4,9391.136,2000,10603.23,9379.365,2000,10694.18,9408.961,2000,10693.56
9382.961,2000,10649.2,9365.551,2000,10663.4,9392.077,2000,10603.77,9380.315,2000,10694.7,9408.269,2000,10694.4
9383.98,2000,10649.57,9365.095,2000,10662.42,9393.035,2000,10604.27,9381.248,2000,10695.25,9407.604,2000,10695.25
9385,2000,10649.93,9364.607,2000,10661.45,9394.01,2000,10604.75,9382.162,2000,10695.83,9406.967,2000,10696.13
9386.02,2000,10650.3,9364.089,2000,10660.5,9394.999,2000,10605.19,9383.057,2000,10696.44,9406.359,2000,10697.03
9386.919,2000,10650.9,9363.539,2000,10659.57,9396.002,2000,10605.59,9383.931,2000,10697.08,9405.781,2000,10697.94
9387.818,2000,10651.51,9362.959,2000,10658.65,9397.019,2000,10605.97,9384.784,2000,10697.75,9405.233,2000,10698.88
9388.718,2000,10652.11,9362.35,2000,10657.75,9398.047,2000,10606.31,9385.615,2000,10698.44,9404.717,2000,10699.83
9389.617,2000,10652.71,9361.711,2000,10656.88,9399.085,2000,10606.62,9386.423,2000,10699.17,9404.231,2000,10700.8
9390.517,2000,10653.32,9361.044,2000,10656.03,9400.133,2000,10606.9,9387.206,2000,10699.91,9403.778,2000,10701.78
9391.207,2000,10654.15,9360.35,2000,10655.2,9401.189,2000,10607.13,9387.965,2000,10700.69,9403.357,2000,10702.78
9391.896,2000,10654.99,9359.628,2000,10654.39,9402.253,2000,10607.34,9388.698,2000,10701.49,9402.97,2000,10703.79
9392.587,2000,10655.82,9358.881,2000,10653.6,9403.323,2000,10607.51,9389.404,2000,10702.31,9402.615,2000,10704.81
9393.276,2000,10656.66,9358.108,2000,10652.84,9404.398,2000,10607.64,9390.083,2000,10703.15,9402.294,2000,10705.85
9393.966,2000,10657.49,9357.312,2000,10652.11,9405.478,2000,10607.74,9390.734,2000,10704.02,9402.007,2000,10706.89
9394.394,2000,10658.49,9356.491,2000,10651.4,9406.559,2000,10607.81,9391.356,2000,10704.9,9401.754,2000,10707.95
9394.821,2000,10659.48,9355.647,2000,10650.72,9407.642,2000,10607.84,9391.949,2000,10705.81,9401.536,2000,10709.01
9395.25,2000,10660.48,9354.782,2000,10650.07,9408.725,2000,10607.83,9392.513,2000,10706.74,9401.353,2000,10710.08
9395.678,2000,10661.47,9353.896,2000,10649.45,9409.808,2000,10607.79,9393.045,2000,10707.68,9401.204,2000,10711.15
9396.106,2000,10662.47,9352.99,2000,10648.85,9410.889,2000,10607.71,9393.547,2000,10708.64,9401.091,2000,10712.23
9396.268,2000,10663.54,9352.065,2000,10648.29,9411.966,2000,10607.6,9394.017,2000,10709.62,9401.013,2000,10713.31
9396.429,2000,10664.61,9351.123,2000,10647.76,9413.039,2000,10607.45,9394.454,2000,10710.61,9400.971,2000,10714.39
9396.59,2000,10665.68,9350.169,2000,10647.24,9414.106,2000,10607.27,9394.859,2000,10711.61,9400.964,2000,10715.47
9396.751,2000,10666.75,9349.217,2000,10646.73,9415.168,2000,10607.05,9395.231,2000,10712.63,9400.992,2000,10716.55
9396.912,2000,10667.82,9348.267,2000,10646.21,9416.222,2000,10606.8,9395.569,2000,10713.66,9401.056,2000,10717.63
9396.825,2000,10668.9,9347.318,2000,10645.68,9417.267,2000,10606.51,9395.874,2000,10714.7,9401.155,2000,10718.71
9396.738,2000,10669.98,9346.371,2000,10645.16,9418.302,2000,10606.19,9396.145,2000,10715.75,9401.29,2000,10719.79
9396.651,2000,10671.06,9345.426,2000,10644.63,9419.325,2000,10605.84,9396.381,2000,10716.8,9401.46,2000,10720.86
9396.564,2000,10672.14,9344.482,2000,10644.09,9420.337,2000,10605.45,9396.582,2000,10717.87,9401.664,2000,10721.92
9396.478,2000,10673.22,9343.54,2000,10643.56,9421.335,2000,10605.03,9396.748,2000,10718.94,9401.903,2000,10722.98
9396.391,2000,10674.3,9342.6,2000,10643.02,9422.319,2000,10604.58,9396.879,2000,10720.01,9402.177,2000,10724.03
9396.06,2000,10675.33,9341.642,2000,10642.52,9423.295,2000,10604.11,9396.975,2000,10721.09,9402.484,2000,10725.07
9395.729,2000,10676.37,9340.668,2000,10642.04,9424.275,2000,10603.65,9397.035,2000,10722.18,9402.826,2000,10726.09
9395.397,2000,10677.4,9339.679,2000,10641.6,9425.26,2000,10603.19,9397.061,2000,10723.26,9403.201,2000,10727.11
9395.066,2000,10678.43,9338.676,2000,10641.19,9426.248,2000,10602.75,9397.05,2000,10724.34,9403.609,2000,10728.12
9394.735,2000,10679.46,9337.66,2000,10640.81,9427.24,2000,10602.31,9397.004,2000,10725.42,9404.05,2000,10729.1
9394.405,2000,10680.49,9336.633,2000,10640.47,9428.235,2000,10601.89,9396.923,2000,10726.5,9404.522,2000,10730.08
9394.075,2000,10681.52,9335.595,2000,10640.16,9429.233,2000,10601.47,9396.807,2000,10727.58,9405.027,2000,10731.04
9393.514,2000,10682.45,9334.547,2000,10639.88,9430.245,2000,10601.08,9396.655,2000,10728.65,9405.563,2000,10731.98
9392.951,2000,10683.37,9333.49,2000,10639.64,9431.269,2000,10600.72,9396.469,2000,10729.72,9406.129,2000,10732.9
9392.39,2000,10684.3,9332.427,2000,10639.44,9432.304,2000,10600.4,9396.247,2000,10730.78,9406.725,2000,10733.81
9391.828,2000,10685.23,9331.357,2000,10639.27,9433.349,2000,10600.12,9395.991,2000,10731.83,9407.35,2000,10734.69
9391.267,2000,10686.15,9330.282,2000,10639.13,9434.402,2000,10599.87,9395.701,2000,10732.88,9408.004,2000,10735.56
9390.704,2000,10687.08,9329.203,2000,10639.03,9435.464,2000,10599.65,9395.377,2000,10733.91,9408.686,2000,10736.4
9390.143,2000,10688,9328.122,2000,10638.96,9436.531,2000,10599.46,9395.019,2000,10734.93,9409.395,2000,10737.22
9389.396,2000,10688.79,9327.039,2000,10638.93,9437.604,2000,10599.32,9394.627,2000,10735.94,9410.13,2000,10738.01
9388.65,2000,10689.57,9325.956,2000,10638.94,9438.682,2000,10599.21,9394.203,2000,10736.94,9410.891,2000,10738.78
9387.904,2000,10690.36,9324.873,2000,10638.98,9439.763,2000,10599.13,9393.747,2000,10737.92,9411.677,2000,10739.53
9387.158,2000,10691.14,9323.792,2000,10639.06,9440.846,2000,10599.09,9393.259,2000,10738.89,9412.486,2000,10740.25
9386.412,2000,10691.93,9322.715,2000,10639.17,9441.929,2000,10599.08,9392.739,2000,10739.84,9413.319,2000,10740.94
9385.666,2000,10692.71,9321.642,2000,10639.31,9443.012,2000,10599.11,9392.188,2000,10740.77,9414.175,2000,10741.61
9384.92,2000,10693.5,9320.573,2000,10639.5,9444.093,2000,10599.17,9391.607,2000,10741.69,9415.052,2000,10742.24
9384.037,2000,10694.13,9319.512,2000,10639.71,9445.172,2000,10599.27,9390.997,2000,10742.58,9415.948,2000,10742.85
9383.154,2000,10694.75,9318.458,2000,10639.96,9446.247,2000,10599.41,9390.357,2000,10743.46,9416.864,2000,10743.43
9382.271,2000,10695.38,9317.413,2000,10640.25,9447.317,2000,10599.58,9389.689,2000,10744.31,9417.799,2000,10743.98
9381.389,2000,10696.01,9316.378,2000,10640.57,9448.381,2000,10599.78,9388.994,2000,10745.14,9418.751,2000,10744.49
9380.506,2000,10696.64,9315.354,2000,10640.92,9449.438,2000,10600.02,9388.272,2000,10745.95,9419.72,2000,10744.98
9379.623,2000,10697.27,9314.342,2000,10641.31,9450.485,2000,10600.3,9387.524,2000,10746.73,9420.703,2000,10745.43
9378.74,2000,10697.89,9313.343,2000,10641.73,9451.523,2000,10600.6,9386.751,2000,10747.49,9421.701,2000,10745.85
9377.857,2000,10698.52,9312.358,2000,10642.18,9452.552,2000,10600.95,9385.953,2000,10748.22,9422.713,2000,10746.24
9376.87,2000,10698.97,9311.389,2000,10642.66,9453.568,2000,10601.32,9385.132,2000,10748.93,9423.736,2000,10746.59
9375.883,2000,10699.41,9310.436,2000,10643.18,9454.571,2000,10601.73,9384.288,2000,10749.61,9424.771,2000,10746.92
9374.896,2000,10699.86,9309.5,2000,10643.72,9455.561,2000,10602.17,9383.422,2000,10750.26,9425.815,2000,10747.2
9373.908,2000,10700.31,9308.583,2000,10644.3,9456.535,2000,10602.65,9382.535,2000,10750.88,9426.869,2000,10747.46
